ModelID,PatientID,CellLineName,StrippedCellLineName,Age,SourceType,SangerModelID,RRID,DepmapModelType,AgeCategory,GrowthPattern,LegacyMolecularSubtype,PrimaryOrMetastasis,SampleCollectionSite,Sex,SourceDetail,LegacySubSubtype,CatalogNumber,CCLEName,COSMICID,PublicComments,WTSIMasterCellID,EngineeredModel,TreatmentStatus,OnboardedMedia,PlateCoating,OncotreeCode,OncotreeSubtype,OncotreePrimaryDisease,OncotreeLineage
ACH-000075,PT-59c3mE,U-87 MG,U87MG,44.0,Commercial,SIDM01189,CVCL_0022,GB,Adult,Adherent,,Primary,central_nervous_system,Male,ATCC,astrocytoma,HTB-14,U87MG_CENTRAL_NERVOUS_SYSTEM,687590.0,,549.0,,,MF-006-001,None,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000076,PT-Ugji7b,NCO2,NCO2,35.0,Commercial,,CVCL_3043,CML,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Female,HSRRB,,IFO50525,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,CML,Chronic Myelogenous Leukemia,Myeloproliferative Neoplasms,Myeloid
ACH-000077,PT-brIUSU,MJ,MJ,50.0,Commercial,,CVCL_1414,MTNN,Adult,Suspension,,,haematopoietic_and_lymphoid_tissue,Male,ATCC,t_cell_cutaneous,CRL-8294,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-005-001,None,MTNN,Mature T and NK Neoplasms,Non-Hodgkin Lymphoma,Lymphoid
ACH-000078,PT-Vot01h,MHH-NB-11,MHHNB11,4.0,Commercial,SIDM00387,CVCL_1412,NBL,Pediatric,Mixed,MYCN_amp,Metastatic,autonomic_ganglia,Male,DSMZ,,ACC 157,MHHNB11_AUTONOMIC_GANGLIA,908135.0,,1818.0,,,MF-001-001,None,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000079,PT-5wqkwI,TE 125.T,TE125T,1.0,Commercial,SIDM01763,CVCL_1740,ZFIBSOF,Pediatric,Adherent,,,fibroblast,Female,ATCC,,CRL-7945_FL,TE125T_FIBROBLAST,,,,,,MF-006-001,None,,"Fibroblast, Soft Tissue",Non-Cancerous,Fibroblast
ACH-000080,PT-c6Ag34,BDCM,BDCM,,Commercial,,CVCL_4613,AMOL,Pediatric,Mixed,,,haematopoietic_and_lymphoid_tissue,Male,ATCC,M5,CRL-2740,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,AMOL,Acute Monoblastic/Monocytic Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000081,PT-OtgTTm,GDM-1,GDM1,66.0,Commercial,SIDM01057,CVCL_1230,AML,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Female,ATCC,,CRL-2627,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,906870.0,,164.0,,,MF-001-001,None,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000082,PT-noCCE4,"G-292, clone A141B1",G292CLONEA141B1,9.0,Commercial,SIDM00858,CVCL_2909,OS,Pediatric,Adherent,,Primary,bone,Female,ATCC,,CRL-1423,G292CLONEA141B1_BONE,1290807.0,,661.0,,,MF-023-001,None,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-000083,PT-BMJ8bq,Hs 281.T,HS281T,37.0,Commercial,SIDM01594,CVCL_0715,ZFIBBRE,Adult,Adherent,,,fibroblast,Female,ATCC,,,HS281T_FIBROBLAST,,,,,,MF-002-001,None,,"Fibroblast, Breast",Non-Cancerous,Fibroblast
ACH-000084,PT-S6ty7D,MUTZ-3,MUTZ3,29.0,Commercial,,CVCL_1433,AMLGATA2MECOM,Adult,Adherent,,,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,ACC-295,MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,,None,AMLGATA2MECOM,"AML with inv(3)(q21.3q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM",Acute Myeloid Leukemia,Myeloid
ACH-000085,PT-FnO2p8,T3M-4,T3M4,64.0,Commercial,,CVCL_4056,PAAD,Adult,Adherent,,Primary,lymph_node,Male,RIKEN,exocrine_adenocarcinoma,RCB1021,T3M4_PANCREAS,,,,,,MF-004-001,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000086,PT-nZJ0Fu,ACC-MESO-1,ACCMESO1,61.0,Commercial,,CVCL_5113,PLEMESO,Adult,Adherent,,,pleura,Female,RIKEN,,RCB2292,ACCMESO1_PLEURA,,,,,,MF-001-001,None,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-000087,PT-VA04Md,SK-ES-1,SKES1,18.0,Commercial,SIDM01111,CVCL_0627,ES,Pediatric,Mixed,EWS_FLI,Primary,bone,Male,ATCC,,HTB-86,SKES1_BONE,684072.0,,41.0,,,MF-023-002,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-000088,PT-fmS8rl,Hs 172.T,HS172T,50.0,Commercial,SIDM01616,CVCL_0660,ZFIBURT,Adult,Unknown,,,fibroblast,Male,ATCC,,,HS172T_FIBROBLAST,,,,,,,None,,"Fibroblast, Urinary Tract",Non-Cancerous,Fibroblast
ACH-000089,PT-0joF2E,NCI-H684,NCIH684,55.0,Commercial,SIDM01665,CVCL_9980,COAD,Adult,Adherent,,Metastatic,liver,Male,KCLB,,90684,NCIH684_LARGE_INTESTINE,,,,,,,None,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000090,PT-j0lUB5,PC-3,PC3,62.0,Commercial,SIDM00088,CVCL_0035,PRAD,Adult,Adherent,,Metastatic,bone,Male,ATCC,,CRL-1435,PC3_PROSTATE,905934.0,,911.0,,,MF-004-001,None,PRAD,Prostate Adenocarcinoma,Prostate Adenocarcinoma,Prostate
ACH-000091,PT-kmyeHR,OV56,OV56,46.0,Commercial,SIDM00475,CVCL_2673,SOC,Adult,Adherent,,Metastatic,ascites,Female,ECACC,serous,96020759,OV56_OVARY,1480362.0,,686.0,,,MF-007-009,None,SOC,Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000092,PT-GaubVg,NCI-H2452,NCIH2452,,Commercial,SIDM00722,CVCL_1553,PLBMESO,Adult,Adherent,,Metastatic,pleura,Male,ATCC,,CRL-5946,NCIH2452_PLEURA,908462.0,,624.0,,,MF-001-001,None,PLBMESO,"Pleural Mesothelioma, Biphasic Type",Pleural Mesothelioma,Pleura
ACH-000093,PT-X8PfQy,Panc 05.04,PANC0504,77.0,Commercial,,CVCL_1637,PAAD,Adult,Adherent,,Primary,pancreas,Female,ATCC,exocrine_adenocarcinoma,CRL-2557,PANC0504_PANCREAS,,,,,,MF-001-019,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000094,PT-bW9aaR,HPAF-II,HPAFII,44.0,Commercial,SIDM00669,CVCL_0313,PAAD,Adult,Adherent,,Metastatic,ascites,Male,ATCC,exocrine_adenocarcinoma,CRL-1997,HPAFII_PANCREAS,724869.0,,889.0,,,MF-002-001,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000095,PT-nsjOrX,D341 Med,D341Med,3.0,Commercial,,CVCL_0018,MBL,Pediatric,Mixed,MYC_amp,Primary,brain,Male,ATCC,med_group_3,HTB-187,D341MED_CENTRAL_NERVOUS_SYSTEM,,,,,Unknown,MF-015-009,None,MBL,Medulloblastoma,Embryonal Tumor,CNS/Brain
ACH-000096,PT-ABKGjf,G-401,G401,0.0,Commercial,SIDM00856,CVCL_0270,MRT,Pediatric,Adherent,,Primary,kidney,Male,ATCC,,CRL-1441,G401_SOFT_TISSUE,907299.0,,962.0,,,MF-023-001,None,MRT,Rhabdoid Cancer,Rhabdoid Cancer,Kidney
ACH-000097,PT-k1TO7o,ZR-75-1,ZR751,63.0,Commercial,SIDM00314,CVCL_0588,IDC,Adult,Adherent,luminal,Metastatic,ascites,Female,ATCC,ERpos_HER2neg,CRL-1500,ZR751_BREAST,,,,,,MF-001-001,None,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000098,PT-HmIANs,GAMG,GAMG,42.0,Commercial,SIDM01055,CVCL_1226,GB,Adult,Adherent,,Primary,central_nervous_system,Female,DSMZ,glioblastoma,ACC 242,GAMG_CENTRAL_NERVOUS_SYSTEM,906868.0,,1174.0,,,MF-002-003,None,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000099,PT-JpfhsL,SIMA,SIMA,1.0,Commercial,SIDM00395,CVCL_1695,NBL,Pediatric,Adherent,,Primary,autonomic_ganglia,Male,DSMZ,,ACC 164,SIMA_AUTONOMIC_GANGLIA,753620.0,,2076.0,,Post-treatment,MF-001-001,None,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000100,PT-BN67ox,RH-41,RH41,7.0,Commercial,SIDM00426,CVCL_2176,ARMS,Pediatric,Adherent,,Metastatic,liver,Female,DSMZ,alveolar,ACC 592,RH41_SOFT_TISSUE,1240210.0,,2052.0,,,MF-001-001,None,ARMS,Alveolar Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-000101,PT-6Sunyd,KE-37,KE37,27.0,Commercial,SIDM01003,CVCL_1327,ATLL,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,t_cell,46,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907277.0,SNP fingerprinting rules out CCRF-CEM contamination.,1012.0,,,MF-001-001,None,ATLL,Adult T-Cell Leukemia/Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000102,PT-CuQsSC,GMS-10,GMS10,49.0,Commercial,SIDM01074,CVCL_1233,GB,Adult,Adherent,,Primary,central_nervous_system,Male,DSMZ,glioblastoma,,GMS10_CENTRAL_NERVOUS_SYSTEM,906873.0,,294.0,,,MF-003-001,None,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000103,PT-gCHPXX,Caov-4,CAOV4,45.0,Commercial,SIDM00918,CVCL_0202,HGSOC,Adult,Adherent,,Metastatic,ovary,Female,ATCC,high_grade_serous,HTB-76,CAOV4_OVARY,949090.0,,1524.0,,,MF-021-003,None,HGSOC,High-Grade Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000104,PT-JJAsvr,Loucy,LOUCY,38.0,Commercial,SIDM00342,CVCL_1380,ATLL,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Female,ATCC,t_cell,CRL-2629,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907789.0,,1645.0,,,MF-001-001,None,ATLL,Adult T-Cell Leukemia/Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000105,PT-MYSpL6,ALL-SIL,ALLSIL,17.0,Commercial,SIDM00994,CVCL_1805,TLL,Pediatric,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,t_cell,ACC 511,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1295740.0,,2263.0,,,MF-001-001,None,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000106,PT-JfG7uC,JVM-2,JVM2,63.0,Commercial,SIDM01013,CVCL_1319,MCL,Adult,Suspension,,,haematopoietic_and_lymphoid_tissue,Female,DSMZ,b_cell_mantle_cell,,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907269.0,,764.0,,,MF-001-001,None,MCL,Mantle Cell Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000107,PT-vjRLEt,Capan-2,CAPAN2,56.0,Commercial,SIDM00943,CVCL_0026,PAAD,Adult,Adherent,,Primary,pancreas,Male,ATCC,exocrine_adenocarcinoma,HTB-80,CAPAN2_PANCREAS,910915.0,,703.0,,,MF-023-001,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000108,PT-GEVVKA,KP-3,KP3,75.0,Commercial,SIDM00571,CVCL_3005,PAASC,Adult,Adherent,,Metastatic,liver,Male,HSRRB,exocrine_adenosquamous,JCRB0178.0,KP3_PANCREAS,1298219.0,,155.0,,,MF-001-001,None,PAASC,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,Pancreas
ACH-000109,PT-Zwpb82,NCI-H3255,NCIH3255,52.0,Academic lab,SIDM00046,CVCL_6831,LUAD,Adult,Mixed,,Primary,lung,Female,Received from CCLE; originally Meyerson (Broad) who received from Minna,NSCLC_adenocarcinoma,,NCIH3255_LUNG,,,,,,MF-013-001,None,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000110,PT-5JFPe5,NCC-StC-K140,NCCSTCK140,36.0,Commercial,,CVCL_3055,STAD,Adult,Suspension,,Primary,stomach,Female,RIKEN,,RCB2224,NCCSTCK140_STOMACH,,,,,,MF-002-001,None,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000111,PT-yKJqsn,HCC1187,HCC1187,41.0,Commercial,SIDM00885,CVCL_1247,IDC,Adult,Mixed,basal_A,Primary,breast,Female,ATCC,ERneg_HER2neg,CRL-2322,HCC1187_BREAST,749711.0,,1644.0,,,MF-001-001,None,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000112,PT-SHvyVR,SIG-M5,SIGM5,63.0,Commercial,SIDM00396,CVCL_1694,AMOL,Adult,Suspension,,,bone_marrow,Male,DSMZ,M5,,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909715.0,,656.0,,,MF-005-001,None,AMOL,Acute Monoblastic/Monocytic Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000113,PT-OA9fna,OCI-AML2,OCIAML2,65.0,Commercial,SIDM00446,CVCL_1619,AML,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,M4,ACC 247,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,910947.0,,749.0,,,MF-003-005,None,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000114,PT-SNQPtX,SU.86.86,SU8686,57.0,Commercial,SIDM01188,CVCL_3881,PAAD,Adult,Adherent,,Metastatic,liver,Female,ATCC,exocrine_adenocarcinoma,CRL-1837,SU8686_PANCREAS,1240218.0,,268.0,,,MF-001-001,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000115,PT-O15HlH,VCaP,VCAP,59.0,Commercial,SIDM01077,CVCL_2235,PRAD,Adult,Adherent,,Metastatic,bone,Male,ATCC,,CRL-2876,VCAP_PROSTATE,1299075.0,,2154.0,,,MF-002-001,None,PRAD,Prostate Adenocarcinoma,Prostate Adenocarcinoma,Prostate
ACH-000116,PT-eqFmWE,OAW28,OAW28,75.0,Commercial,SIDM00481,CVCL_1614,HGSOC,Adult,Adherent,,Metastatic,ascites,Female,ECACC,high_grade_serous,,OAW28_OVARY,946360.0,,173.0,,,MF-002-001,None,HGSOC,High-Grade Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000117,PT-qkpbqp,EFM-192A,EFM192A,46.0,Commercial,SIDM01002,CVCL_1812,BRCA,Adult,Adherent,HER2_amp,Metastatic,pleural_effusion,Female,DSMZ,ERpos_HER2pos,ACC 258,EFM192A_BREAST,1290798.0,,1187.0,,,MF-001-018,None,BRCA,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000118,PT-jYcdmK,HUP-T3,HUPT3,66.0,Commercial,SIDM00533,CVCL_1299,PAAD,Adult,Adherent,,Metastatic,ascites,Male,DSMZ,exocrine_adenocarcinoma,ACC 259,HUPT3_PANCREAS,907285.0,,109.0,,,MF-006-001,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000119,PT-iJz19R,Hs 863.T,HS863T,5.0,Commercial,SIDM01726,CVCL_0959,ZFIBBON,Pediatric,Adherent,,,fibroblast,Female,ATCC,,CRL-7598,HS863T_FIBROBLAST,,,,,,MF-002-001,None,,"Fibroblast, Bone",Non-Cancerous,Fibroblast
ACH-000120,PT-6jhjWI,CHP-212,CHP212,1.0,Commercial,SIDM00910,CVCL_1125,NBL,Pediatric,Adherent,MYCN_amp,Primary,central_nervous_system,Male,ATCC,,CRL-2273,CHP212_AUTONOMIC_GANGLIA,906820.0,,13.0,,,MF-027-001,None,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000121,PT-5S5Gmg,NCI-H2405,NCIH2405,47.0,Commercial,SIDM00724,CVCL_1551,LUAD,Adult,Mixed,,Metastatic,ascites,Male,ATCC,NSCLC_adenocarcinoma,CRL-5944,NCIH2405_LUNG,687821.0,,82.0,,,MF-001-014,None,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000122,PT-v3CPfr,SUP-T11,SUPT11,74.0,Commercial,,CVCL_2210,ATLL,Adult,Suspension,,,bone_marrow,Male,DSMZ,t_cell,605,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,ATLL,Adult T-Cell Leukemia/Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000123,PT-hlFfQW,COV434,COV434,26.0,Commercial,,CVCL_2010,SCCO,Adult,Adherent,,Primary,ovary,Female,ECACC,Epithelial-Endometroid,7071909,COV434_OVARY,,,,,,MF-002-003,None,SCCO,Small Cell Carcinoma of the Ovary,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000124,PT-xqygCF,OCI-LY-19,OCILY19,27.0,Commercial,SIDM00460,CVCL_1878,DLBCLNOS,Adult,Suspension,,Primary,bone_marrow,Female,DSMZ,DLBCL,ACC 528,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330984.0,,1972.0,,,MF-003-001,None,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-000125,PT-G9ksxs,TO 175.T,TO175T,29.0,Commercial,SIDM01759,CVCL_3806,ZFIBLYM,Adult,Adherent,,Metastatic,lymph_node,Male,ATCC,,CRL-7779,TO175T_FIBROBLAST,,Originally annotated as 'Lymphocyte' but after analysis we believe this line is a fibroblast.,,,,MF-002-001,None,,Fibroblast,Non-Cancerous,Fibroblast
ACH-000126,PT-Y9w387,KG-1-C,KG1C,13.0,Commercial,SIDM00784,CVCL_2971,ODG,Pediatric,Adherent,,Primary,central_nervous_system,Male,HSRRB,oligodendroglioma,,KG1C_CENTRAL_NERVOUS_SYSTEM,,,,,,MF-002-001,None,ODG,Oligodendroglioma,Diffuse Glioma,CNS/Brain
ACH-000127,PT-Mi0cKz,SLR 20,SLR20,81.0,Academic lab,,CVCL_V606,BLCA,Adult,Adherent,,Primary,urinary_tract,Female,Bill Kaelin (DFCI),,,SLR20_KIDNEY,,SNP fingerprinting confirms that this line is an T-24 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,,,,MF-001-001,None,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000128,PT-mUWSlp,LN-319,LN319,67.0,Academic lab,,CVCL_3958,ASTR,Adult,Adherent,,Primary,central_nervous_system,Male,Linda Chin,astrocytoma,,LN319_CENTRAL_NERVOUS_SYSTEM,,,,,,MF-002-001,None,ASTR,Astrocytoma,Diffuse Glioma,CNS/Brain
ACH-000129,PT-jzLNtr,NCI-H1341,NCIH1341,26.0,Commercial,SIDM00646,CVCL_1463,SCLC,Adult,Suspension,,Metastatic,cervix,Female,ATCC,,CRL-5864,NCIH1341_LUNG,1330964.0,,1825.0,,,MF-007-014,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000130,PT-LNhzm2,NALM-19,NALM19,26.0,Commercial,SIDM01685,CVCL_1835,BLL,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,b_cell,,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-020,None,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000131,PT-1aFiol,Hs 229.T,HS229T,65.0,Commercial,,CVCL_0698,ZFIBLUN,Adult,Adherent,,Primary,fibroblast,Male,ATCC,,,HS229T_FIBROBLAST,,,,,,,None,,"Fibroblast, Lung",Non-Cancerous,Fibroblast
ACH-000132,PT-F6NvL5,JHOS-2,JHOS2,45.0,Commercial,SIDM00305,CVCL_4647,HGSOC,Adult,Adherent,,Primary,ovary,Female,RIKEN,high_grade_serous,RCB1521,JHOS2_OVARY,1479995.0,,436.0,,,MF-007-001,None,HGSOC,High-Grade Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000133,PT-PvBEqK,Hs 729,HS729,74.0,Commercial,,CVCL_0871,ERMS,Adult,Adherent,,Primary,Unknown,Male,ATCC,,HTB-153,HS729_SOFT_TISSUE,,,,,,MF-002-008,None,ERMS,Embryonal Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-000134,PT-tuLBod,Hs 274.T,HS274T,66.0,Commercial,SIDM01592,CVCL_0711,ZFIBBRE,Adult,Adherent,,,fibroblast,Female,ATCC,,CRL-7222,HS274T_FIBROBLAST,,,,,,MF-002-001,None,,"Fibroblast, Breast",Non-Cancerous,Fibroblast
ACH-000135,PT-Shihsq,Hs 940.T,HS940T,57.0,Commercial,SIDM00662,CVCL_1038,ZFIBSKI,Adult,Adherent,,Primary,fibroblast,Male,ATCC,,CRL-7691,HS940T_FIBROBLAST,1298145.0,,707.0,,,MF-002-001,None,,"Fibroblast, Skin",Non-Cancerous,Fibroblast
ACH-000136,PT-3ZPjBh,CHP-126,CHP126,1.0,Commercial,SIDM00286,CVCL_1123,NBL,Pediatric,Adherent,MYCN_amp,Primary,autonomic_ganglia,Female,DSMZ,,,CHP126_AUTONOMIC_GANGLIA,910567.0,,38.0,,,MF-001-001,None,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000137,PT-WFlL15,8-MG-BA,8MGBA,54.0,Commercial,SIDM00998,CVCL_1052,GB,Adult,Adherent,,Primary,central_nervous_system,Female,DSMZ,astrocytoma,ACC 432,8MGBA_CENTRAL_NERVOUS_SYSTEM,687562.0,,1207.0,,Pre-treatment,MF-006-014,None,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000138,PT-1nbcaA,CFPAC-1,CFPAC1,26.0,Commercial,SIDM00130,CVCL_1119,PAAD,Adult,Adherent,,Metastatic,liver,Male,ATCC,exocrine_adenocarcinoma,CRL-1918,CFPAC1_PANCREAS,906821.0,,572.0,,,MF-002-001,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000139,PT-rXQo6a,Panc 03.27,PANC0327,65.0,Commercial,SIDM01138,CVCL_1635,PAAD,Adult,Adherent,,Primary,pancreas,Female,ATCC,exocrine_adenocarcinoma,CRL-2549,PANC0327_PANCREAS,925346.0,,1873.0,,,MF-001-042,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000140,PT-IBKRSU,Pfeiffer,PFEIFFER,,Commercial,,CVCL_3326,DLBCLNOS,Adult,Suspension,,Metastatic,pleural_effusion,Male,ATCC,DLBCL,CRL-2632,PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-000141,PT-iqSI4n,SNU-308,SNU308,,Commercial,SIDM00161,CVCL_5048,GBAD,Unknown,Adherent,,Primary,biliary_tract,Unknown,KCLB,,308,SNU308_BILIARY_TRACT,,,,,,MF-001-005,None,GBAD,"Gallbladder Adenocarcinoma, NOS",Intracholecystic Papillary Neoplasm,Biliary Tract
ACH-000142,PT-Er9zxL,CAL-29,CAL29,80.0,Commercial,SIDM00936,CVCL_1808,BLCA,Adult,Adherent,,Primary,urinary_tract,Female,DSMZ,bladder_transitional_cell,515,CAL29_URINARY_TRACT,1290730.0,,2040.0,,,MF-002-001,None,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000143,PT-1M8cz3,HCC2429,HCC2429,34.0,Academic lab,,CVCL_5132,NSCLC,Adult,Adherent,,Primary,lung,Female,Meyerson (Broad) who received from Minna,,,HCC2429_LUNG,,,,,,MF-001-001,None,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
ACH-000144,PT-n15ylb,RERF-GC-1B,RERFGC1B,41.0,Commercial,SIDM00358,CVCL_3152,STAD,Adult,Adherent,,Metastatic,lymph_node,Male,HSRRB,,JCRB1009,RERFGC1B_STOMACH,1240209.0,,285.0,,,MF-001-001,None,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000145,PT-LH2axx,SK-LMS-1,SKLMS1,43.0,Commercial,SIDM01109,CVCL_0628,LMS,Adult,Adherent,,Primary,soft_tissue,Female,ATCC,,HTB-88,SKLMS1_SOFT_TISSUE,909720.0,,1641.0,,,MF-015-001,None,LMS,Leiomyosarcoma,Leiomyosarcoma,Soft Tissue
ACH-000146,PT-Sv45MF,THP-1,THP1,1.0,Commercial,SIDM01172,CVCL_0006,AML,Pediatric,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,ATCC,M5,TIB-202,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909771.0,,770.0,,,MF-001-006,None,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000147,PT-9WkxWW,T-47D,T47D,54.0,Commercial,SIDM00097,CVCL_0553,IDC,Adult,Adherent,luminal,Metastatic,pleural_effusion,Female,ATCC,ERpos_HER2neg,HTB-133,T47D_BREAST,905945.0,,1286.0,,,MF-001-045,None,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000148,PT-sW6DWH,Hs 578T,HS578T,74.0,Commercial,SIDM00135,CVCL_0332,BRCNOS,Adult,Adherent,basal_B,Primary,breast,Female,ATCC,ERneg_HER2neg,,HS578T_BREAST,905957.0,,655.0,,,MF-002-001,None,BRCNOS,"Breast Invasive Carcinoma, NOS",Invasive Breast Carcinoma,Breast
ACH-000149,PT-ombRgU,SK-N-SH,SKNSH,4.0,Commercial,SIDM01098,CVCL_0531,NBL,Pediatric,Adherent,,Metastatic,bone_marrow,Female,ATCC,,HTB-11,SKNSH_AUTONOMIC_GANGLIA,717431.0,,1165.0,,,MF-006-001,None,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000150,PT-H39843,HCC2935,HCC2935,39.0,Commercial,,CVCL_1265,LUAD,Adult,Adherent,,Primary,pleural_effusion,Male,ATCC,NSCLC_adenocarcinoma,CRL-2869,HCC2935_LUNG,,,,,,MF-001-001,None,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
