ENSP00000493376	A0A2U3U0J3
ENSP00000299162	Q96NZ1
ENSP00000228495	Q9H3F6
ENSP00000439722	B3KVY5
ENSP00000441672	F5GWA4
ENSP00000425095	D6REA9
ENSP00000439481	F5H268
ENSP00000441586	F5GWK6
ENSP00000475765	U3KQC9
ENSP00000390261	Q5T088
ENSP00000425064	D6REC0
ENSP00000367774	Q5T093
ENSP00000367779	Q5T093
ENSP00000475168	O15258
ENSP00000302088	A0A0A0MR06
ENSP00000367773	Q5T091
ENSP00000417000	Q5T092
ENSP00000464222	O15258
ENSP00000476156	U3KQR3
ENSP00000440008	F5GY15
ENSP00000437348	F5H6V0
ENSP00000445129	F5H497
ENSP00000426011	D6RHY3
ENSP00000350595	O94844
ENSP00000338671	O94844
ENSP00000430665	E5RIU6
ENSP00000378699	P06493
ENSP00000397973	A0A024QZP7
ENSP00000325970	P06493
ENSP00000362915	P06493
ENSP00000367727	Q9NVE7
ENSP00000421433	E9PHT6
ENSP00000288774	O60683
ENSP00000407922	O60683
ENSP00000424291	D6RBB0
ENSP00000464289	J3QRM4
ENSP00000305533	Q9H5L6
ENSP00000279873	Q14865
ENSP00000308862	Q14865
ENSP00000440585	Q7Z3V4
ENSP00000443131	F5H5T5
ENSP00000340596	Q7Z3V4
ENSP00000342614	Q7Z3V4
ENSP00000443565	Q7Z3V4
ENSP00000437694	F5H6D6
ENSP00000391529	Q7Z3V4
ENSP00000407139	Q6MZP7
ENSP00000421045	Q6MZP7
ENSP00000423475	Q6MZP7
ENSP00000425844	Q6MZP7
ENSP00000341947	Q6MZP7
ENSP00000398265	Q6MZP7
ENSP00000382237	Q6ZUK4
ENSP00000277749	H7BXI3
ENSP00000242480	P11161
ENSP00000387634	P11161
ENSP00000496918	A0A7I2UT39
ENSP00000328698	Q8IVU9
ENSP00000325379	Q5SVY4
ENSP00000362894	Q8IZC4
ENSP00000374290	H0Y3I3
ENSP00000490154	P11161
ENSP00000490154	A0A1B0GUL0
ENSP00000412230	Q9NZF1
ENSP00000422526	Q9NZF1
ENSP00000399700	Q9NZF1
ENSP00000309509	Q9NZF1
ENSP00000422492	Q495T6
ENSP00000411854	F6UPZ7
ENSP00000425796	H0YA13
ENSP00000367668	Q495T6
ENSP00000415254	F6Q0M4
ENSP00000399292	F6Q0M4
ENSP00000426975	D6RDW0
ENSP00000399533	F6Q0M4
ENSP00000367643	Q9HAZ2
ENSP00000386859	B9A034
ENSP00000347948	Q92956
ENSP00000421400	D6RFY3
ENSP00000270722	Q9HAZ2
ENSP00000494412	A0A2R8Y5F2
ENSP00000495761	Q96H96
ENSP00000310873	Q96H96
ENSP00000378678	Q8IZC4
ENSP00000277746	Q96F24
ENSP00000397502	Q96F24
ENSP00000474360	S4R3H8
ENSP00000378674	Q70YC5
ENSP00000378675	Q70YC5
ENSP00000392791	C9J1G1
ENSP00000461938	J3KRD2
ENSP00000383873	A0A1C7CYW7
ENSP00000367622	Q5VV41
ENSP00000367629	Q5VV41
ENSP00000367624	Q5VV41
ENSP00000367681	Q8TBF2
ENSP00000443605	A0A2P0CTH9
ENSP00000367684	Q8TBF2
ENSP00000462185	J3KRV9
ENSP00000463127	J3QKK8
ENSP00000413218	A0A0A0MT35
ENSP00000367682	A0A0A0MRV4
ENSP00000394405	Q8TBF2
ENSP00000444682	Q15652
ENSP00000382204	Q15652
ENSP00000423459	D6RA24
ENSP00000367658	Q8TDY3
ENSP00000367714	Q5TA89
ENSP00000294599	O75095
ENSP00000348982	O75095
ENSP00000490537	A8MYJ7
ENSP00000411936	B0QZD3
ENSP00000390853	B0QZD4
ENSP00000445920	Q96EY8
ENSP00000474582	S4R3P5
ENSP00000483818	A0A087X114
ENSP00000476002	U3KQL6
ENSP00000440379	F5GXC0
ENSP00000438153	Q03426
ENSP00000438153	F5H092
ENSP00000228510	Q03426
ENSP00000376487	F5H8H2
ENSP00000439134	A0A0B4J236
ENSP00000311835	Q96H96
ENSP00000311835	E2QRG7
ENSP00000443292	Q5U5X8
ENSP00000351783	Q5U5X8
ENSP00000362888	Q96SZ5
ENSP00000332900	Q86Y34
ENSP00000404803	F8W8F7
ENSP00000406191	Q9HBA0
ENSP00000261740	Q9HBA0
ENSP00000443611	Q9HBA0
ENSP00000442738	Q9HBA0
ENSP00000442167	Q9HBA0
ENSP00000444336	Q9HBA0
ENSP00000377869	Q8IY82
ENSP00000338938	Q8IY82
ENSP00000353942	Q8IY82
ENSP00000362863	Q6NUK4
ENSP00000409208	E9PC49
ENSP00000384508	B0QZ35
ENSP00000362804	Q5GLZ8
ENSP00000384063	B0QZ35
ENSP00000277817	Q5GLZ8
ENSP00000212015	Q96EB6
ENSP00000416504	Q5GLZ8
ENSP00000378624	Q5GLZ8
ENSP00000351790	Q86TC9
ENSP00000362779	A0A804CFL5
ENSP00000441668	A0A8J9ASZ5
ENSP00000389714	Q9UI47
ENSP00000355187	Q86VH5
ENSP00000308107	Q9Y251
ENSP00000424655	D6RAX7
ENSP00000384262	Q9Y251
ENSP00000425976	Q9BT78
ENSP00000421365	Q9Y251
ENSP00000264389	Q9BT78
ENSP00000425486	D6RD63
ENSP00000424791	D6RFN0
ENSP00000423265	Q9Y251
ENSP00000456441	H3BRX1
ENSP00000457676	H3BUK0
ENSP00000480757	Q86TC9
ENSP00000480757	A0A087WX60
ENSP00000346369	Q86TC9
ENSP00000455994	H3BQY5
ENSP00000427191	D6RCL5
ENSP00000422383	Q5GLZ8
ENSP00000426563	D6RFK9
ENSP00000455270	H3BPD8
ENSP00000368982	Q9BVA0
ENSP00000455350	H3BPK1
ENSP00000457347	H3BTV8
ENSP00000457046	H3BT67
ENSP00000441444	F2Z2R0
ENSP00000351619	P30039
ENSP00000308466	P30039
ENSP00000476306	P30039
ENSP00000338041	A0A0C4DFS0
ENSP00000343575	Q9UKB3
ENSP00000225171	Q9UKB3
ENSP00000474215	S4R3E2
ENSP00000373420	Q8WXA3
ENSP00000473462	Q8WXA3
ENSP00000382151	Q8WXA3
ENSP00000404986	Q8WXA3
ENSP00000362777	Q8N100
ENSP00000330570	Q5SW23
ENSP00000295488	Q8TDG4
ENSP00000424539	E3W980
ENSP00000426763	D6REL5
ENSP00000482434	A0A087WZ78
ENSP00000480277	A0A087WWJ9
ENSP00000369857	Q6UWZ7
ENSP00000481099	A0A087WXK1
ENSP00000482571	Q53EU6
ENSP00000378651	Q53EU6
ENSP00000264409	Q53EU6
ENSP00000421068	E9PHB9
ENSP00000295888	Q8IZQ1
ENSP00000425268	H0Y9W2
ENSP00000295491	Q9Y3D5
ENSP00000427169	D6RCM2
ENSP00000426930	D6RE70
ENSP00000425699	D6RJE4
ENSP00000422741	A0A1D5RMR8
ENSP00000378611	Q8N264
ENSP00000423206	Q8N264
ENSP00000424256	D6RBC2
ENSP00000425589	D6RCP5
ENSP00000426105	D6RHH1
ENSP00000378610	Q8N264
ENSP00000264343	Q8N264
ENSP00000295887	Q92903
ENSP00000384520	Q9BT92
ENSP00000391813	Q14161
ENSP00000354282	Q14161
ENSP00000324404	Q9BT92
ENSP00000448832	F8VXI9
ENSP00000447465	Q14161
ENSP00000473637	R4GNG3
ENSP00000347464	Q14161
ENSP00000450348	Q14161
ENSP00000323833	F8W822
ENSP00000294600	Q2M243
ENSP00000367595	Q5T0D9
ENSP00000474626	O15350
ENSP00000339714	Q5T0D9
ENSP00000474322	O15350
ENSP00000367534	O15350
ENSP00000367529	A0A0C4DFW9
ENSP00000367537	O15350
ENSP00000367539	O15350
ENSP00000367545	O15350
ENSP00000475143	O15350
ENSP00000346423	O15350
ENSP00000496314	B2RUZ4
ENSP00000496314	A0A2R8Y7R4
ENSP00000456559	H3BS66
ENSP00000457386	B2RUZ4
ENSP00000270708	Q9P2S5
ENSP00000367433	Q9UKB5
ENSP00000367432	Q9UKB5
ENSP00000367498	Q8N1G4
ENSP00000367573	A0A0A0MRV3
ENSP00000441835	F5GWH6
ENSP00000315263	Q9NZD2
ENSP00000445919	F5H0U5
ENSP00000424987	H0Y9T6
ENSP00000449761	F8VWZ9
ENSP00000295886	P78426
ENSP00000261739	Q8IZ07
ENSP00000440045	P16615
ENSP00000311186	P16615
ENSP00000416192	Q5T0D5
ENSP00000367398	O75161
ENSP00000463084	J3KTP2
ENSP00000463605	J3QLL3
ENSP00000367476	O60308
ENSP00000481831	O75161
ENSP00000389738	Q5TBW1
ENSP00000493178	A0A286YF62
ENSP00000492888	A0A286YEN5
ENSP00000447110	F8W150
ENSP00000447406	F8W1Z7
ENSP00000480634	A0A087WX00
ENSP00000394989	Q5SR27
ENSP00000493048	A0A286YEW9
ENSP00000368976	Q9BVG8
ENSP00000454659	Q9BVG8
ENSP00000401696	Q9BVG8
ENSP00000396399	Q9BVG8
ENSP00000442008	Q9BVG8
ENSP00000438805	F5H3M2
ENSP00000444012	B7Z896
ENSP00000456239	Q9BVG8
ENSP00000492988	A0A286YES9
ENSP00000491866	P53779
ENSP00000493049	P53779
ENSP00000493045	P53779
ENSP00000493435	P53779
ENSP00000493072	P53779
ENSP00000493275	P53779
ENSP00000493013	P53779
ENSP00000493290	P53779
ENSP00000492292	P53779
ENSP00000493344	A0A286YF97
ENSP00000492903	P53779
ENSP00000492913	A0A286YF97
ENSP00000493100	P53779
ENSP00000492941	P53779
ENSP00000493105	P53779
ENSP00000491089	P53779
ENSP00000493040	P53779
ENSP00000493313	A0A286YES0
ENSP00000493375	P53779
ENSP00000493001	P53779
ENSP00000493444	P53779
ENSP00000493092	P53779
ENSP00000493038	P53779
ENSP00000378595	P53779
ENSP00000414469	F8W9R5
ENSP00000492920	A0A286YES0
ENSP00000493408	P53779
ENSP00000493360	A0A286YFA6
ENSP00000493450	P53779
ENSP00000493350	A0A286YFD7
ENSP00000493177	P53779
ENSP00000493008	P53779
ENSP00000493163	P53779
ENSP00000492886	A0A286YF97
ENSP00000492898	A0A286YEQ7
ENSP00000493363	P53779
ENSP00000493168	P53779
ENSP00000420987	D6RDG1
ENSP00000491160	P53779
ENSP00000493374	P53779
ENSP00000424154	P53779
ENSP00000492204	P53779
ENSP00000457232	H3BTL6
ENSP00000367468	O60308
ENSP00000402314	Q9UJX3
ENSP00000394394	Q9UJX3
ENSP00000449718	Q8WYA0
ENSP00000242591	Q8WYA0
ENSP00000446950	F8W1J4
ENSP00000355372	Q8WYA0
ENSP00000367454	O76075
ENSP00000486916	G3XAD0
ENSP00000339524	B4DZS0
ENSP00000367351	Q5TG84
ENSP00000367337	Q13303
ENSP00000367332	Q13303
ENSP00000398395	Q5TG78
ENSP00000318772	Q13303
ENSP00000340824	A0A5F9UN28
ENSP00000374283	Q5TG81
ENSP00000400285	Q13303
ENSP00000473602	Q13303
ENSP00000164247	Q13303
ENSP00000457326	H3BTU1
ENSP00000454493	H3BMQ3
ENSP00000457948	H3BV47
ENSP00000454501	H3BMR0
ENSP00000457247	H3BTN1
ENSP00000454403	H3BMJ1
ENSP00000456780	H3BSN2
ENSP00000454615	H3BMZ5
ENSP00000455276	H3BPE2
ENSP00000457144	H3BTE9
ENSP00000456354	H3BRQ1
ENSP00000455067	H3BNZ0
ENSP00000366901	Q8WUB2
ENSP00000446598	F8VR50
ENSP00000228825	O15145
ENSP00000413221	C9JZD1
ENSP00000454633	Q14028
ENSP00000251102	Q14028
ENSP00000450407	A0A0C4DH86
ENSP00000311670	Q14028
ENSP00000228827	Q9UHW5
ENSP00000442770	Q9UHW5
ENSP00000443068	Q9UHW5
ENSP00000447480	F8W1F4
ENSP00000401917	Q6URK8
ENSP00000290871	Q6URK8
ENSP00000299237	Q9P2F9
ENSP00000455708	H3BQC3
ENSP00000402588	Q9H0I3
ENSP00000219299	Q9H0I3
ENSP00000474521	S4R3M7
ENSP00000455024	Q6PEW0
ENSP00000219301	Q6PEW0
ENSP00000437705	F5H6C6
ENSP00000446143	Q9BQ65
ENSP00000409792	Q9BQ65
ENSP00000454692	H3BN52
ENSP00000455921	H3BQS7
ENSP00000219281	Q9BQ65
ENSP00000454509	H3BMR6
ENSP00000377823	Q9ULP0
ENSP00000455054	H3BNX9
ENSP00000458092	H3BVF3
ENSP00000455324	H3BPH8
ENSP00000454274	H3BM83
ENSP00000456400	H3BRT9
ENSP00000377820	Q9ULP0
ENSP00000455660	H3BQ86
ENSP00000456135	H3BR92
ENSP00000454410	Q9ULP0
ENSP00000457413	H3BU08
ENSP00000456338	Q9ULP0
ENSP00000455541	H3BQ01
ENSP00000457119	B7Z9X4
ENSP00000349193	Q9ULP0
ENSP00000458113	Q9ULP0
ENSP00000455806	H3BQJ4
ENSP00000457659	Q9ULP0
ENSP00000456863	H3BST8
ENSP00000457678	H3BUK1
ENSP00000456641	H3BSC3
ENSP00000454745	H3BN97
ENSP00000454956	H3BNQ1
ENSP00000258187	Q9ULP0
ENSP00000454893	H3BNK4
ENSP00000457435	H3BU25
ENSP00000454216	H3BM40
ENSP00000454693	H3BN53
ENSP00000355306	Q8IYL3
ENSP00000367323	Q13303
ENSP00000396167	Q13303
ENSP00000465785	K7EKU4
ENSP00000495566	A0A2R8Y6Y0
ENSP00000457322	H3BTT8
ENSP00000454928	H3BNM8
ENSP00000353786	Q9UBQ0
ENSP00000480853	F8VXU5
ENSP00000449954	Q05DG7
ENSP00000400048	Q05DG7
ENSP00000449044	F8VXU5
ENSP00000447634	Q05DG7
ENSP00000447058	Q9UBQ0
ENSP00000448159	H0YHZ5
ENSP00000457048	H3BT69
ENSP00000376440	J3KPN7
ENSP00000386434	B4DX60
ENSP00000386697	B4DYM6
ENSP00000455055	H3BNY0
ENSP00000493206	D6RJF9
ENSP00000425654	D6RJF9
ENSP00000493329	D6RJF9
ENSP00000493396	P53779
ENSP00000492972	D6RJF9
ENSP00000492231	P53779
ENSP00000492926	A0A286YEX7
ENSP00000493259	A0A286YEQ0
ENSP00000492942	P53779
ENSP00000492484	D6RJF9
ENSP00000493215	D6RJF9
ENSP00000491122	P53779
ENSP00000493395	D6RJF9
ENSP00000493377	A0A286YFB6
ENSP00000355297	A0A286YEX7
ENSP00000378589	A0A1P0B7D2
ENSP00000493204	D6RJF9
ENSP00000493368	A0A286YFJ4
ENSP00000493447	A0A286YFN2
ENSP00000492929	P53779
ENSP00000491306	P53779
ENSP00000493310	A0A286YF85
ENSP00000493378	A0A286YFJ6
ENSP00000493451	A0A286YFI3
ENSP00000493080	A0A286YFC0
ENSP00000492904	A0A286YF19
ENSP00000492967	A0A286YEV3
ENSP00000493239	A0A286YFE2
ENSP00000492922	A0A286YEQ0
ENSP00000493407	A0A286YFM6
ENSP00000378598	A0A1P0B7D2
ENSP00000493309	D6RJF9
ENSP00000493270	P53779
ENSP00000493094	A0A286YEX7
ENSP00000493373	D6RJF9
ENSP00000493237	P53779
ENSP00000492912	A0A286YEV8
ENSP00000492809	D6RJF9
ENSP00000493199	A0A286YF02
ENSP00000493009	A0A286YEX7
ENSP00000493455	A0A286YF02
ENSP00000352157	D6RJF9
ENSP00000378586	P53779
ENSP00000492938	A0A286YES8
ENSP00000318196	Q9BRX5
ENSP00000401018	Q9BRX5
ENSP00000327449	Q9BRX5
ENSP00000219271	P51511
ENSP00000377711	P55287
ENSP00000268603	P55287
ENSP00000457812	H3BUU9
ENSP00000458878	I3L1J2
ENSP00000344115	P33151
ENSP00000497290	P33151
ENSP00000455302	H3BPG1
ENSP00000456093	H3BR64
ENSP00000455655	H3BQ82
ENSP00000422277	D6RCB1
ENSP00000422985	D6R9C1
ENSP00000493294	A0A286YFK3
ENSP00000493165	A0A286YF95
ENSP00000424755	D6RAU3
ENSP00000421762	D6RAJ0
ENSP00000493078	A0A286YEY2
ENSP00000423918	D6RC26
ENSP00000491462	A0A1W2PQ03
ENSP00000493426	A0A286YFH4
ENSP00000493032	A0A286YF53
ENSP00000491304	A0A1W2PPM4
ENSP00000493274	A0A286YFA7
ENSP00000492593	A0A1W2PRG9
ENSP00000492980	A0A286YF43
ENSP00000421409	D6RFX8
ENSP00000493210	A0A286YF04
ENSP00000455779	H3BQH2
ENSP00000387329	Q6WBX8
ENSP00000386629	Q6WBX8
ENSP00000491389	D6RFZ7
ENSP00000424128	D6RBH2
ENSP00000492508	A0A1W2PRZ2
ENSP00000454767	H3BNB4
ENSP00000262498	Q9Y6A4
ENSP00000455420	H3BPQ2
ENSP00000456772	H3BSM4
ENSP00000492998	A0A286YF80
ENSP00000492976	A0A286YEV5
ENSP00000483833	A0A7P0SB82
ENSP00000440898	O00142
ENSP00000414334	O00142
ENSP00000433770	O00142
ENSP00000435312	A0A7P0PE46
ENSP00000438143	O00142
ENSP00000455187	H3BP77
ENSP00000434594	O00142
ENSP00000407469	O00142
ENSP00000407469	A0A0A0MSY7
ENSP00000463560	O00142
ENSP00000462341	J3KS73
ENSP00000299697	A0A7P0MLU2
ENSP00000455120	H3BP26
ENSP00000394794	Q12923
ENSP00000423531	D6R9M4
ENSP00000322675	Q12923
ENSP00000407249	Q12923
ENSP00000422835	D6R9X4
ENSP00000426626	Q12923
ENSP00000408368	Q12923
ENSP00000493358	A0A286YFJ0
ENSP00000455697	H3BQB5
ENSP00000455220	H3BPA3
ENSP00000396437	C9JCR1
ENSP00000310082	Q8TBK2
ENSP00000377809	J3QT10
ENSP00000219315	Q8TBK2
ENSP00000262506	P19784
ENSP00000456606	H3BSA1
ENSP00000455923	H3BQS9
ENSP00000454874	H3BNI9
ENSP00000320949	A5YKK6
ENSP00000455635	A5YKK6
ENSP00000456110	H3BR78
ENSP00000458032	H3BVB0
ENSP00000493117	A0A286YEZ1
ENSP00000490974	A0A1W2PNF5
ENSP00000463326	J3QL12
ENSP00000461880	B4DTR2
ENSP00000454611	H3BMZ2
ENSP00000442793	Q3B7T3
ENSP00000299694	Q3B7T3
ENSP00000456430	H3BRW1
ENSP00000264001	Q9UBR5
ENSP00000264003	Q9UBR5
ENSP00000290771	Q9UBR5
ENSP00000355417	Q9UBR5
ENSP00000416678	Q9UBR5
ENSP00000433998	E9PSG2
ENSP00000433857	E9PIV8
ENSP00000484781	A0A087X286
ENSP00000479319	A0A087WVB3
ENSP00000330061	E9PAX0
ENSP00000433503	H0YDF2
ENSP00000432398	Q8IZ96
ENSP00000432687	Q8IZ96
ENSP00000435020	Q8IZ96
ENSP00000331428	Q8IZ96
ENSP00000337119	Q8IZ96
ENSP00000434434	A0A0A0MTE4
ENSP00000405729	Q8IZ96
ENSP00000435786	E9PIL3
ENSP00000368814	Q8IZ96
ENSP00000268595	Q8TAZ6
ENSP00000368800	Q8TAZ6
ENSP00000413113	A5YKK6
ENSP00000456426	Q96MX0
ENSP00000457451	H3BU39
ENSP00000400482	Q96MX0
ENSP00000454628	H3BN06
ENSP00000455758	Q96MX0
ENSP00000354579	Q96MX0
ENSP00000455851	Q96MX0
ENSP00000457589	H3BUD5
ENSP00000461758	I3L540
ENSP00000462554	J3KSM1
ENSP00000460330	I3L3C2
ENSP00000461654	I3L540
ENSP00000457923	I3L540
ENSP00000219320	Q9NVC3
ENSP00000455362	H3BPK8
ENSP00000454646	Q9NVC3
ENSP00000454325	H3BMC5
ENSP00000456464	H3BRZ0
ENSP00000454377	H3BMH0
ENSP00000462018	J3KRI5
ENSP00000462701	P55286
ENSP00000299345	X6R3Y6
ENSP00000463511	J3QLE6
ENSP00000462976	J3KTG8
ENSP00000455490	H3BPV9
ENSP00000454734	H3BN87
ENSP00000457462	H3BU46
ENSP00000245206	P00505
ENSP00000394100	P00505
ENSP00000456975	H3BT18
ENSP00000455289	H3BPF1
ENSP00000457869	H3BPF1
ENSP00000380775	Q2MV58
ENSP00000473903	S4R339
ENSP00000380779	Q2MV58
ENSP00000366882	A0A0A0MRU7
ENSP00000473789	B4DIB9
ENSP00000484255	A0A087X1J4
ENSP00000448735	Q2MV58
ENSP00000462847	J3KT81
ENSP00000367173	Q6ZRF8
ENSP00000465248	K7EJN2
ENSP00000465270	K7EJQ0
ENSP00000367068	Q9Y543
ENSP00000367067	Q9Y543
ENSP00000367065	Q9Y543
ENSP00000449601	Q96D96
ENSP00000496593	B1AK53
ENSP00000490186	A0A1B0GUN9
ENSP00000343552	O60725
ENSP00000346255	Q8NI37
ENSP00000466013	K7ELC4
ENSP00000467247	K7EP65
ENSP00000465313	K7EJT5
ENSP00000346088	P35268
ENSP00000468274	K7ERI7
ENSP00000466502	K7EMH1
ENSP00000465308	B1AK53
ENSP00000488721	A0A0J9YY76
ENSP00000488071	A0A0J9YWQ8
ENSP00000490230	A0A1B0GUS9
ENSP00000367130	Q5TGS1
ENSP00000447561	F8W0Q4
ENSP00000446959	F8W1I9
ENSP00000389813	Q6JQN1
ENSP00000325137	Q6JQN1
ENSP00000265866	P31942
ENSP00000346726	P31942
ENSP00000450393	F8VR31
ENSP00000351185	P51530
ENSP00000367125	Q6NV75
ENSP00000497258	A0A3B3ISD9
ENSP00000367013	Q93038
ENSP00000349341	Q93038
ENSP00000337713	Q93038
ENSP00000326762	Q93038
ENSP00000314451	Q93038
ENSP00000401793	Q5JYL1
ENSP00000449097	F8VXK4
ENSP00000450154	F8VQ12
ENSP00000479812	Q96D96
ENSP00000242607	Q96D96
ENSP00000349181	Q96D96
ENSP00000412052	Q96D96
ENSP00000373806	F8WB05
ENSP00000476504	V9GY86
ENSP00000481448	Q99700
ENSP00000494663	A0A2R8Y5A6
ENSP00000446576	Q99700
ENSP00000439338	Q99700
ENSP00000445583	F8VQP2
ENSP00000496279	A0A2R8Y7P6
ENSP00000493897	A0A2R8YDM9
ENSP00000450106	F8VPF7
ENSP00000447227	F8W0B3
ENSP00000495833	A0A2R8Y6W7
ENSP00000341779	P36873
ENSP00000450353	F8VP50
ENSP00000403349	P05091
ENSP00000261733	P05091
ENSP00000362748	Q8NFU7
ENSP00000447741	F8VZC1
ENSP00000447090	F8W1A0
ENSP00000335084	P36873
ENSP00000447122	F8W0W8
ENSP00000449667	Q8IW41
ENSP00000473541	R4GN93
ENSP00000449381	Q8IW41
ENSP00000473467	R4GN33
ENSP00000448981	F8VYE8
ENSP00000448437	F8VR82
ENSP00000438610	F5H2E6
ENSP00000439642	F5H1H2
ENSP00000486408	F5H3E1
ENSP00000265872	Q8IX12
ENSP00000445254	Q8IX12
ENSP00000439252	A0A0C4DGG8
ENSP00000450377	Q8NCL8
ENSP00000347620	Q8NCL8
ENSP00000447731	Q8NCL8
ENSP00000449163	G3V1Z3
ENSP00000262450	Q8TDI0
ENSP00000465381	K7EJY9
ENSP00000487748	A0A0J9YW00
ENSP00000495145	A0A2R8Y6D3
ENSP00000466437	K7EMB7
ENSP00000367086	O00154
ENSP00000354615	O00154
ENSP00000465719	K7EKP8
ENSP00000476610	O00154
ENSP00000367073	O00154
ENSP00000367076	O00154
ENSP00000476815	P16260
ENSP00000438881	F5H3I8
ENSP00000442410	F5H7M9
ENSP00000443808	F5H808
ENSP00000474027	S4R388
ENSP00000496370	A0A2R8Y7L7
ENSP00000446516	F8VNZ8
ENSP00000494558	A0A2R8Y5I4
ENSP00000298596	Q6ZVD7
ENSP00000382121	Q6ZVD7
ENSP00000346120	Q9NR30
ENSP00000480334	Q9NR30
ENSP00000382118	Q6ZVD7
ENSP00000382115	Q6ZVD7
ENSP00000449774	F8VWU6
ENSP00000312399	Q8NA47
ENSP00000445881	Q8NA47
ENSP00000450217	G3V217
ENSP00000380765	F5GWR6
ENSP00000261726	O14529
ENSP00000490026	A0A1B0GUA3
ENSP00000362687	Q9BQ39
ENSP00000486692	A0A0D9SFK7
ENSP00000354848	Q96EK5
ENSP00000352678	Q8IYB8
ENSP00000409072	B1AR60
ENSP00000362480	O75436
ENSP00000496531	A0A2R8Y7T9
ENSP00000378532	O75436
ENSP00000263559	O75436
ENSP00000474611	S4R3Q6
ENSP00000346643	Q2TB90
ENSP00000415949	P19367
ENSP00000409761	P78542
ENSP00000495526	A0A2R8YEE7
ENSP00000494664	P19367
ENSP00000398316	B1AR62
ENSP00000298649	P19367
ENSP00000352398	P19367
ENSP00000242465	P10124
ENSP00000403524	Q7Z569
ENSP00000330813	J3KNN7
ENSP00000354461	Q8N4B1
ENSP00000447353	Q8N4B1
ENSP00000449994	Q8N4B1
ENSP00000228841	P10916
ENSP00000447154	G3V1V8
ENSP00000447349	F8VZK7
ENSP00000449018	F8VY02
ENSP00000261735	P30040
ENSP00000261745	Q14CX7
ENSP00000345492	Q9UQQ2
ENSP00000440597	F5GYM4
ENSP00000447539	F8W0V2
ENSP00000421527	D6RFF6
ENSP00000446998	F8W1A9
ENSP00000474645	S4R3R6
ENSP00000476161	U3KQR5
ENSP00000446883	F8VZ45
ENSP00000448067	F8VU16
ENSP00000449486	F8VWR1
ENSP00000446859	F8VZA3
ENSP00000202773	Q02878
ENSP00000403172	Q02878
ENSP00000376376	Q06124
ENSP00000340944	Q06124
ENSP00000491593	A0A1W2PPU4
ENSP00000489597	Q06124
ENSP00000446766	F8W1L7
ENSP00000450060	F8VQZ8
ENSP00000412083	P30040
ENSP00000344570	O94827
ENSP00000439625	O94827
ENSP00000366977	A0A7I2PMD6
ENSP00000366954	O94827
ENSP00000366957	O94827
ENSP00000366961	O94827
ENSP00000383706	O94827
ENSP00000366969	O94827
ENSP00000366969	Q5SY18
ENSP00000441445	A0A804EMX3
ENSP00000383704	O94827
ENSP00000466390	K7EM76
ENSP00000366902	P10074
ENSP00000257604	O14545
ENSP00000473800	S4R2Z9
ENSP00000450357	F8VNX8
ENSP00000396526	O14545
ENSP00000449319	F8VVF3
ENSP00000299752	O75309
ENSP00000462376	J3KS95
ENSP00000456380	Q8IZR5
ENSP00000368776	Q13564
ENSP00000455263	O75309
ENSP00000333833	Q8IZR5
ENSP00000387471	Q9Y3D0
ENSP00000377637	Q13564
ENSP00000456690	H3BSG2
ENSP00000464316	J3QRP2
ENSP00000351990	Q13564
ENSP00000454784	O75309
ENSP00000377666	Q8IZR5
ENSP00000290810	Q13564
ENSP00000377619	O75309
ENSP00000462937	J3KTE3
ENSP00000366783	J3KPF0
ENSP00000449784	F8VWT9
ENSP00000394452	O00748
ENSP00000317842	O00748
ENSP00000489541	A0A0U1RRI0
ENSP00000447306	F8VZS2
ENSP00000446556	F8VNU2
ENSP00000450382	F8VNW3
ENSP00000449613	F8VVK8
ENSP00000447505	F8W131
ENSP00000449650	F8VV58
ENSP00000374036	Q9Y2J0
ENSP00000447083	F8W1A3
ENSP00000448297	Q9Y2J0
ENSP00000405357	Q9Y2J0
ENSP00000450216	F8VNP7
ENSP00000450347	F8VP47
ENSP00000446789	F8W116
ENSP00000446570	F8VR41
ENSP00000449705	F8VZS2
ENSP00000440384	Q9Y2J0
ENSP00000446780	F8W1K7
ENSP00000463546	J3QLH4
ENSP00000299759	P55042
ENSP00000447639	F8W045
ENSP00000448100	F8VTR7
ENSP00000366886	Q9UJP4
ENSP00000466089	K7ELI0
ENSP00000468710	K7ESH2
ENSP00000466479	K7EMF2
ENSP00000366891	Q9UJP4
ENSP00000258198	O43237
ENSP00000394289	O43237
ENSP00000463641	J3QLP1
ENSP00000462017	J3KRI4
ENSP00000454506	H3BMR3
ENSP00000464119	J3QRA5
ENSP00000462434	J3KSD2
ENSP00000366934	Q5SY16
ENSP00000462040	J3KRK3
ENSP00000408566	B4E2E0
ENSP00000383700	Q9P2R6
ENSP00000338629	Q9P2R6
ENSP00000366684	B1AKN3
ENSP00000383699	H7BYW9
ENSP00000422246	Q9P2R6
ENSP00000423451	D6RA28
ENSP00000464712	K7EIE3
ENSP00000415871	Q5TH61
ENSP00000366800	Q9NVH1
ENSP00000294401	Q9NVH1
ENSP00000410194	B1AK20
ENSP00000306522	Q9Y6Y1
ENSP00000451388	Q9Y6Y1
ENSP00000451510	Q9Y6Y1
ENSP00000450530	G3V297
ENSP00000482093	P56645
ENSP00000464847	K7EIQ4
ENSP00000479223	A0A087WV69
ENSP00000366755	P56645
