From	To
P08237	ENSP00000448253.2
P08237	ENSP00000448177.1
P78396	ENSP00000255465.5
P78396	ENSP00000400666.1
P78396	ENSP00000486017.2
P78396	ENSP00000486482.1
P06493	ENSP00000325970.4
P06493	ENSP00000362915.2
P06493	ENSP00000378699.3
P20248	ENSP00000274026.5
P24941	ENSP00000266970.4
P24941	ENSP00000243067.4
P14635	ENSP00000256442.5
P14635	ENSP00000424588.1
O95067	ENSP00000288207.2
Q8WWL7	ENSP00000276014.7
Q8WWL7	ENSP00000338682.2
Q8WWL7	ENSP00000365206.1
Q8WWL7	ENSP00000365210.1
Q8WWL7	ENSP00000431645.1
P24385	ENSP00000227507.2
P11802	ENSP00000257904.5
P30279	ENSP00000261254.3
P30279	ENSP00000502597.1
P30279	ENSP00000502654.1
P30281	ENSP00000362079.4
P30281	ENSP00000362082.5
P30281	ENSP00000397545.2
P30281	ENSP00000401595.2
P30281	ENSP00000426212.1
P30281	ENSP00000484424.1
P24864	ENSP00000262643.3
P24864	ENSP00000410179.2
O96020	ENSP00000309181.4
O96020	ENSP00000429089.1
Q9UHN1	ENSP00000442563.2
P54098	ENSP00000268124.5
P54098	ENSP00000399851.2
P54098	ENSP00000516154.1
Q9H668	ENSP00000224950.3
Q9H668	ENSP00000358779.1
Q9H668	ENSP00000513621.1
Q9H668	ENSP00000513622.1
Q9H668	ENSP00000513623.1
Q9H668	ENSP00000513657.1
Q9H668	ENSP00000513658.1
Q9H668	ENSP00000513664.1
Q2NKJ3	ENSP00000396018.2
Q2NKJ3	ENSP00000498499.1
Q86WV5	ENSP00000380762.1
P53609	ENSP00000368935.3
P53609	ENSP00000404676.1
P49354	ENSP00000303423.3
Q9UBT2	ENSP00000246548.3
Q9UBT2	ENSP00000437484.1
Q9UBE0	ENSP00000270225.6
Q9UBE0	ENSP00000440818.1
Q9UBE0	ENSP00000416557.2
P49356	ENSP00000246166.2
Q15822	ENSP00000240132.2
Q15822	ENSP00000385026.1
Q9UGM1	ENSP00000312663.2
Q9GZZ6	ENSP00000250699.2
P30988	ENSP00000377959.1
P30988	ENSP00000413179.1
P30988	ENSP00000391369.1
P30988	ENSP00000389295.1
P30988	ENSP00000497687.1
O60894	ENSP00000254661.4
P07510	ENSP00000374143.3
P07510	ENSP00000498757.1
O43542	ENSP00000343392.7
O43542	ENSP00000451974.1
O43542	ENSP00000451362.1
O43542	ENSP00000452598.1
O43502	ENSP00000336701.4
O43502	ENSP00000391450.2
Q6NVH7	ENSP00000310008.1
Q19AV6	ENSP00000382218.1
Q19AV6	ENSP00000419138.1
Q16602	ENSP00000376177.3
Q16602	ENSP00000386972.1
Q16602	ENSP00000387190.1
P30926	ENSP00000261751.3
P30926	ENSP00000416386.2
O60895	ENSP00000253796.3
O60895	ENSP00000466455.1
Q92800	ENSP00000404658.1
Q92800	ENSP00000467871.1
Q92800	ENSP00000465220.1
Q92800	ENSP00000466924.1
O75530	ENSP00000263360.6
O75530	ENSP00000315587.4
O75530	ENSP00000338186.5
O75530	ENSP00000500834.1
Q15910	ENSP00000320147.2
Q15910	ENSP00000223193.2
Q15910	ENSP00000419711.1
Q15910	ENSP00000419050.1
Q15910	ENSP00000417062.1
Q15910	ENSP00000419856.1
Q15078	ENSP00000318486.3
Q00535	ENSP00000297518.4
Q00535	ENSP00000419782.1
Q12879	ENSP00000332549.3
Q12879	ENSP00000379818.2
Q12879	ENSP00000454998.1
Q9Y285	ENSP00000320309.3
Q9Y285	ENSP00000396548.2
Q9NSD9	ENSP00000281828.6
Q13617	ENSP00000363880.1
Q13617	ENSP00000363881.3
Q13617	ENSP00000363883.3
Q13617	ENSP00000414095.2
Q13617	ENSP00000501215.1
Q13617	ENSP00000510691.1
Q13617	ENSP00000508908.1
Q15369	ENSP00000284811.8
Q15369	ENSP00000428334.1
Q15369	ENSP00000430224.1
Q15369	ENSP00000428171.1
Q15369	ENSP00000429906.1
Q15369	ENSP00000428074.1
Q15369	ENSP00000478121.1
Q15369	ENSP00000509184.1
Q15369	ENSP00000509989.1
Q15370	ENSP00000262306.7
Q15370	ENSP00000386652.5
Q96L50	ENSP00000298288.6
Q96L50	ENSP00000315628.4
Q9BSK4	ENSP00000269856.3
Q96JP0	ENSP00000274457.3
Q9C0D3	ENSP00000294353.6
Q92624	ENSP00000083182.3
Q7Z7L7	ENSP00000291900.2
Q6PID8	ENSP00000334140.4
Q9Y2U9	ENSP00000298307.5
Q9Y2U9	ENSP00000450944.1
Q9Y2U9	ENSP00000450539.1
Q9Y3B4	ENSP00000233468.4
Q15427	ENSP00000271628.8
Q13435	ENSP00000318861.6
O75533	ENSP00000335321.6
O75533	ENSP00000428820.1
O75533	ENSP00000402997.2
Q9BQ90	ENSP00000313995.4
P78395	ENSP00000381726.1
P78395	ENSP00000381728.2
P78395	ENSP00000385198.1
P78395	ENSP00000384343.3
P78395	ENSP00000445097.2
P78395	ENSP00000445675.1
P78395	ENSP00000484066.1
P78395	ENSP00000486485.1
P78395	ENSP00000486330.1
P04198	ENSP00000281043.3
Q9UKA1	ENSP00000344866.3
Q9UKA1	ENSP00000408679.2
Q8NEE6	ENSP00000321927.4
P40337	ENSP00000256474.3
P40337	ENSP00000344757.2
Q9UKV3	ENSP00000262710.1
Q9UKV3	ENSP00000345541.6
Q9UKV3	ENSP00000350073.2
Q9UKV3	ENSP00000380502.3
Q9UKV3	ENSP00000451328.1
Q15287	ENSP00000301730.8
Q15287	ENSP00000315859.5
Q15287	ENSP00000380275.2
Q15287	ENSP00000457723.1
Q15287	ENSP00000456352.1
Q15287	ENSP00000457820.1
Q9H307	ENSP00000216832.4
Q58A45	ENSP00000370345.3
Q504Q3	ENSP00000257931.5
Q504Q3	ENSP00000401721.2
Q504Q3	ENSP00000388231.3
Q504Q3	ENSP00000449861.1
Q504Q3	ENSP00000481859.1
Q3KNV8	ENSP00000354724.5
Q3KNV8	ENSP00000420489.2
Q9BYE7	ENSP00000338845.4
Q9BYE7	ENSP00000358862.3
Q8N1E6	ENSP00000344855.3
Q6Y7W6	ENSP00000362664.5
Q6Y7W6	ENSP00000387070.3
Q6Y7W6	ENSP00000387170.3
Q6Y7W6	ENSP00000386537.1
O60573	ENSP00000258416.3
O60573	ENSP00000386996.1
O75420	ENSP00000275732.4
O75420	ENSP00000494292.1
O75420	ENSP00000503354.1
Q8IZF0	ENSP00000251127.6
Q8IZF0	ENSP00000365373.5
B1AL88	ENSP00000365080.1
Q8N2C7	ENSP00000272845.5
Q8N2C7	ENSP00000391088.1
P62158	ENSP00000272298.7
P62158	ENSP00000291295.8
P62158	ENSP00000472141.1
P62158	ENSP00000349467.4
Q9P2D8	ENSP00000256339.4
Q9P2D8	ENSP00000376858.2
Q9P2D8	ENSP00000451360.1
Q9P2D8	ENSP00000479521.1
Q9P2D8	ENSP00000480937.1
Q9P2D8	ENSP00000487436.1
Q9P2D8	ENSP00000485969.1
Q9P2D8	ENSP00000486167.1
Q8N461	ENSP00000380746.1
Q8N461	ENSP00000455217.1
Q7L576	ENSP00000478779.1
Q7L576	ENSP00000480525.1
Q7L576	ENSP00000481038.1
Q7L576	ENSP00000500331.1
Q7L576	ENSP00000499947.1
Q06787	ENSP00000218200.8
Q06787	ENSP00000359501.1
Q06787	ENSP00000359502.3
Q06787	ENSP00000359506.5
Q06787	ENSP00000413764.3
Q06787	ENSP00000509270.1
Q06787	ENSP00000509813.1
Q9H8T0	ENSP00000300245.4
Q9H8T0	ENSP00000378152.6
Q9H8T0	ENSP00000455874.1
Q9UJC3	ENSP00000360252.3
Q05DH4	ENSP00000413196.1
Q05DH4	ENSP00000421580.1
Q86VS8	ENSP00000305699.3
Q8N612	ENSP00000265978.4
Q8N612	ENSP00000416918.3
Q5W0V3	ENSP00000358251.4
Q5W0V3	ENSP00000358253.3
Q96ED9	ENSP00000264827.4
Q96ED9	ENSP00000380785.2
O15315	ENSP00000518559.1
O15315	ENSP00000418859.1
O15315	ENSP00000419471.1
O15315	ENSP00000420061.1
O75771	ENSP00000338408.6
O75771	ENSP00000338790.6
O75771	ENSP00000378090.4
O75771	ENSP00000465584.1
O75771	ENSP00000468273.3
O75771	ENSP00000466587.1
O75771	ENSP00000465366.1
O75771	ENSP00000466399.1
O43543	ENSP00000352271.1
Q9Y297	ENSP00000359206.3
Q9Y297	ENSP00000385339.2
P10244	ENSP00000217026.4
P10244	ENSP00000380072.4
P28749	ENSP00000343646.3
P28749	ENSP00000362768.3
Q9UKN8	ENSP00000361219.4
Q9Y5Q8	ENSP00000361169.5
Q9Y5Q8	ENSP00000361180.5
Q969F1	ENSP00000357863.4
P30101	ENSP00000300289.5
O15533	ENSP00000363700.3
O15533	ENSP00000372542.4
O15533	ENSP00000372543.4
O15533	ENSP00000372684.4
O15533	ENSP00000372685.2
O15533	ENSP00000378546.3
O15533	ENSP00000402087.1
O15533	ENSP00000404833.2
O15533	ENSP00000395701.2
O15533	ENSP00000407195.2
O15533	ENSP00000419659.1
O15533	ENSP00000447665.1
O15533	ENSP00000514507.1
Q8N7H5	ENSP00000221265.2
Q8N7H5	ENSP00000468874.1
Q6P1J9	ENSP00000356405.4
Q99814	ENSP00000263734.3
P29084	ENSP00000348168.4
P29083	ENSP00000283875.5
P20226	ENSP00000230354.5
P20226	ENSP00000375942.2
P20226	ENSP00000442132.1
A6H8Y1	ENSP00000351575.4
A6H8Y1	ENSP00000482469.1
Q92994	ENSP00000329029.3
Q92994	ENSP00000369269.2
Q92994	ENSP00000376340.4
Q92994	ENSP00000388877.3
Q92994	ENSP00000389859.2
Q92994	ENSP00000448387.2
Q92994	ENSP00000446707.1
Q9HAW0	ENSP00000220659.6
Q9NV06	ENSP00000484962.1
Q9NPJ8	ENSP00000218004.1
Q9NPJ8	ENSP00000361175.1
Q9NPJ8	ENSP00000361178.1
Q9NPJ8	ENSP00000361179.1
Q8TEB1	ENSP00000380142.1
Q8TEB1	ENSP00000380146.4
Q8TEB1	ENSP00000415556.4
Q8TEB1	ENSP00000452898.1
Q8TEB1	ENSP00000494282.1
Q8TEB1	ENSP00000493711.1
Q8TEB1	ENSP00000495415.1
Q8TEB1	ENSP00000495416.1
Q5T6F0	ENSP00000355114.3
Q8WWQ0	ENSP00000275034.3
Q9NXF7	ENSP00000371682.1
Q5H9S7	ENSP00000364404.3
Q5H9S7	ENSP00000477604.1
Q9Y4J8	ENSP00000269192.7
Q9Y4J8	ENSP00000283365.10
Q9Y4J8	ENSP00000322519.5
Q9Y4J8	ENSP00000336682.4
Q9Y4J8	ENSP00000382064.3
Q9Y4J8	ENSP00000382072.5
Q9Y4J8	ENSP00000405819.2
Q9Y4J8	ENSP00000451516.2
Q9Y4J8	ENSP00000452255.2
Q9Y4J8	ENSP00000467720.1
Q9Y4J8	ENSP00000473078.1
Q9Y4J8	ENSP00000469121.1
Q9Y4J8	ENSP00000473119.1
Q9Y4J8	ENSP00000471783.1
Q9Y4J8	ENSP00000470716.1
Q9Y4J8	ENSP00000470152.1
Q9Y4J8	ENSP00000472031.1
Q9Y4J8	ENSP00000506659.1
Q9Y4J8	ENSP00000506586.1
Q9Y4J8	ENSP00000505947.1
Q9Y4J8	ENSP00000506495.1
Q9Y4J8	ENSP00000508159.1
Q9Y4J8	ENSP00000507104.1
Q9Y4J8	ENSP00000507995.1
Q9Y4J8	ENSP00000507911.1
Q9Y4J8	ENSP00000507423.1
Q9Y4J8	ENSP00000507300.1
Q9Y4J8	ENSP00000508348.1
Q9Y4J8	ENSP00000506928.1
Q14118	ENSP00000312435.2
Q14118	ENSP00000405859.2
Q14118	ENSP00000412067.2
Q14118	ENSP00000401382.3
Q14118	ENSP00000401805.2
Q14118	ENSP00000388833.2
Q14118	ENSP00000415321.4
Q14118	ENSP00000410145.3
Q14118	ENSP00000387859.2
Q14118	ENSP00000513216.1
Q14118	ENSP00000501165.2
Q14118	ENSP00000513217.1
Q14118	ENSP00000501140.1
Q14118	ENSP00000513218.1
P11532	ENSP00000354923.3
P11532	ENSP00000352894.1
P11532	ENSP00000354464.4
P11532	ENSP00000367948.2
P11532	ENSP00000367951.2
P11532	ENSP00000367974.4
P11532	ENSP00000367979.3
P11532	ENSP00000367997.3
P11532	ENSP00000417123.1
P11532	ENSP00000444119.1
P11532	ENSP00000479270.2
P11532	ENSP00000508124.1
P11532	ENSP00000507640.1
P19784	ENSP00000262506.3
Q9H9S4	ENSP00000261669.7
Q9H9S4	ENSP00000348113.4
Q9H9S4	ENSP00000386375.1
Q9H9S4	ENSP00000386328.1
Q9H9S4	ENSP00000479669.1
Q7RTN6	ENSP00000336655.6
Q7RTN6	ENSP00000365000.4
Q7RTN6	ENSP00000376677.4
Q7RTN6	ENSP00000398841.3
Q7RTN6	ENSP00000462922.1
Q7RTN6	ENSP00000491017.1
Q7RTN6	ENSP00000492578.1
Q7RTN6	ENSP00000491643.1
Q15831	ENSP00000324856.6
Q15831	ENSP00000490268.2
Q15831	ENSP00000498804.1
Q9H4D5	ENSP00000378504.3
Q96CD0	ENSP00000258200.3
Q96CD0	ENSP00000430490.1
Q9P278	ENSP00000264433.6
Q8NFG4	ENSP00000285071.4
Q8NFG4	ENSP00000373821.5
P46939	ENSP00000356515.3
Q969X6	ENSP00000327179.7
Q969X6	ENSP00000339164.4
Q969X6	ENSP00000456622.1
Q969X6	ENSP00000458843.2
Q8TED0	ENSP00000296792.4
Q8TED0	ENSP00000424609.1
Q8TED0	ENSP00000440796.1
Q15061	ENSP00000384302.3
Q9H8H0	ENSP00000253247.4
Q9H8H0	ENSP00000463219.1
O60941	ENSP00000385482.3
O60941	ENSP00000384787.1
O60941	ENSP00000384084.3
O60941	ENSP00000384767.3
O60941	ENSP00000385193.3
P14868	ENSP00000264161.4
P47897	ENSP00000307567.6
P47897	ENSP00000390015.1
Q13155	ENSP00000223029.3
Q13155	ENSP00000378658.2
P56192	ENSP00000262027.5
P56192	ENSP00000446168.2
O43324	ENSP00000369038.5
O43324	ENSP00000414363.2
P54136	ENSP00000231572.3
Q9P2J5	ENSP00000377954.2
Q9P2J5	ENSP00000426005.1
Q9P2J5	ENSP00000501434.1
P07814	ENSP00000355890.3
Q12904	ENSP00000350699.3
Q12904	ENSP00000499850.1
Q12904	ENSP00000500025.1
Q12904	ENSP00000500668.1
Q12904	ENSP00000500159.1
Q12904	ENSP00000499921.1
Q12904	ENSP00000500620.1
Q12904	ENSP00000500170.1
Q12904	ENSP00000500732.1
Q12904	ENSP00000500794.1
P41252	ENSP00000364794.3
P41252	ENSP00000406448.4
P41252	ENSP00000507144.1
P41252	ENSP00000516807.1
P41252	ENSP00000516808.1
P41252	ENSP00000516810.1
Q15046	ENSP00000303043.3
Q15046	ENSP00000325448.5
Q93050	ENSP00000264649.5
Q93050	ENSP00000342951.3
Q93050	ENSP00000377415.2
Q93050	ENSP00000515539.1
O60506	ENSP00000347380.6
O60506	ENSP00000358635.3
O60506	ENSP00000397782.2
O60506	ENSP00000502974.1
O60506	ENSP00000504706.1
O60506	ENSP00000503783.1
O60506	ENSP00000503246.1
O60506	ENSP00000504120.1
P41208	ENSP00000359300.3
P41208	ENSP00000517979.1
Q9NV31	ENSP00000326981.2
Q9NV31	ENSP00000385217.1
Q96G21	ENSP00000259239.3
O00566	ENSP00000244230.2
Q9Y5Q3	ENSP00000362410.2
O60675	ENSP00000344903.4
O60675	ENSP00000386009.1
O60675	ENSP00000385437.2
Q13838	ENSP00000373000.2
Q13838	ENSP00000379475.1
Q13838	ENSP00000383151.1
Q13838	ENSP00000383152.1
Q13838	ENSP00000393712.1
Q13838	ENSP00000398775.1
Q13838	ENSP00000391463.1
Q13838	ENSP00000411853.1
Q13838	ENSP00000390999.1
Q13838	ENSP00000407419.1
Q13838	ENSP00000399030.1
Q13838	ENSP00000404695.1
Q13838	ENSP00000388880.1
Q13838	ENSP00000411136.1
Q13838	ENSP00000405560.1
Q13838	ENSP00000387994.1
Q13838	ENSP00000400326.1
Q13838	ENSP00000394160.1
Q13838	ENSP00000416269.1
Q6P050	ENSP00000353794.3
P59998	ENSP00000380431.2
P59998	ENSP00000388169.1
P59998	ENSP00000432235.1
O15511	ENSP00000294742.6
O15511	ENSP00000352918.6
Q9H469	ENSP00000358972.3
O76075	ENSP00000343218.3
O76075	ENSP00000367454.4
O76075	ENSP00000436775.1
O00273	ENSP00000366235.2
O00273	ENSP00000366237.3
P11277	ENSP00000374370.4
P11277	ENSP00000374372.3
P11277	ENSP00000495909.1
P02549	ENSP00000495214.1
P26715	ENSP00000256965.7
P26715	ENSP00000352064.3
P26715	ENSP00000385304.3
P26715	ENSP00000438038.1
Q96H20	ENSP00000290330.3
Q96H20	ENSP00000421380.1
Q9BRG1	ENSP00000253794.1
Q86VN1	ENSP00000367299.3
Q86VN1	ENSP00000484968.1
Q9NY61	ENSP00000477848.1
Q9NY61	ENSP00000481894.1
Q8NEJ9	ENSP00000380340.3
Q8NEJ9	ENSP00000386134.3
Q9UKA2	ENSP00000229971.1
Q9UKA2	ENSP00000358247.1
P50539	ENSP00000239007.7
P50539	ENSP00000331152.5
P50539	ENSP00000354606.4
P50539	ENSP00000358625.1
P50539	ENSP00000498900.1
P50539	ENSP00000499158.1
P50539	ENSP00000498390.1
P50539	ENSP00000498547.1
P50539	ENSP00000499209.1
P50539	ENSP00000499161.1
P50539	ENSP00000498396.1
P50539	ENSP00000498764.1
P50539	ENSP00000499128.1
P50539	ENSP00000498536.1
P50539	ENSP00000498873.1
P50539	ENSP00000498554.1
P50539	ENSP00000498472.1
P50539	ENSP00000498238.1
P50539	ENSP00000498306.1
P50539	ENSP00000498928.1
P50539	ENSP00000499087.1
P50539	ENSP00000498573.1
P50539	ENSP00000498971.1
Q8N531	ENSP00000330098.5
Q8N531	ENSP00000403873.2
Q8N531	ENSP00000495082.1
Q8N531	ENSP00000496284.1
Q9BW11	ENSP00000389716.2
Q9BW11	ENSP00000416921.2
Q9BW11	ENSP00000401867.2
Q9BW11	ENSP00000421463.1
Q99583	ENSP00000174618.4
Q9UH92	ENSP00000246912.3
Q9UH92	ENSP00000320913.3
Q9UH92	ENSP00000416627.1
Q9BXR5	ENSP00000308925.4
Q9BXR5	ENSP00000354459.2
Q9BXR5	ENSP00000421483.1
Q9BXR5	ENSP00000424923.1
Q9BXR5	ENSP00000478206.1
Q9BXR5	ENSP00000478985.1
Q9UNS1	ENSP00000229201.4
Q9UNS1	ENSP00000450607.1
Q9BVW5	ENSP00000261881.4
Q9NP71	ENSP00000320886.3
Q9NP71	ENSP00000343767.5
Q9NP71	ENSP00000346629.1
Q9NP71	ENSP00000412330.2
Q9NP71	ENSP00000406296.2
Q9NXB0	ENSP00000376827.2
Q9UPM9	ENSP00000261499.4
Q9UPM9	ENSP00000268841.6
Q9BPU9	ENSP00000243578.2
Q9BPU9	ENSP00000501911.1
Q15051	ENSP00000311505.6
Q15051	ENSP00000323756.7
Q15051	ENSP00000377261.3
O15078	ENSP00000448012.1
Q9Y2K7	ENSP00000381640.2
Q9Y2K7	ENSP00000432786.1
Q9Y2K7	ENSP00000435776.1
Q9Y6Y9	ENSP00000284818.2
Q9Y6Y9	ENSP00000430533.1
P12524	ENSP00000361902.1
P12524	ENSP00000361903.2
P12524	ENSP00000380494.2
Q8IWI9	ENSP00000219905.7
Q8IWI9	ENSP00000456141.1
O75461	ENSP00000302159.4
O75461	ENSP00000370936.3
O75461	ENSP00000446315.1
O75461	ENSP00000438864.1
Q96ME1	ENSP00000371805.3
Q96ME1	ENSP00000415064.1
Q6PCT2	ENSP00000455529.2
Q15459	ENSP00000215793.7
Q15428	ENSP00000221494.3
Q12874	ENSP00000362110.4
Q8TBC4	ENSP00000340041.4
Q8TBC4	ENSP00000354340.4
Q13564	ENSP00000290810.3
Q13564	ENSP00000351990.4
Q13564	ENSP00000368776.2
Q13564	ENSP00000377637.2
Q9BPX5	ENSP00000259477.6
Q9BPX5	ENSP00000345361.2
Q8TF40	ENSP00000309266.7
Q8TF40	ENSP00000421985.1
Q8TF40	ENSP00000425619.1
Q5H9F3	ENSP00000218147.7
Q5H9F3	ENSP00000437775.2
P35612	ENSP00000264436.3
P35612	ENSP00000347972.3
P35612	ENSP00000384303.2
P35612	ENSP00000384677.2
P35612	ENSP00000388072.2
P35612	ENSP00000398112.1
P35611	ENSP00000264758.6
P35611	ENSP00000348100.3
P35611	ENSP00000381191.2
P35611	ENSP00000381193.1
P35611	ENSP00000381197.1
P35611	ENSP00000498269.1
Q99543	ENSP00000249270.7
Q99543	ENSP00000368565.3
Q0VDF9	ENSP00000367623.3
Q9UEY8	ENSP00000277900.8
Q9UEY8	ENSP00000348381.4
Q9UEY8	ENSP00000353286.3
Q8N163	ENSP00000310670.4
Q8N163	ENSP00000373930.3
Q5BKZ1	ENSP00000340796.4
Q5BKZ1	ENSP00000355318.5
Q8TAD8	ENSP00000296215.5
Q13573	ENSP00000261531.8
Q9NXK8	ENSP00000247977.3
Q9NXK8	ENSP00000467359.1
Q9NXK8	ENSP00000468369.1
Q9Y6A1	ENSP00000343034.7
Q9Y6A1	ENSP00000361302.3
Q9Y6A1	ENSP00000385797.4
Q9Y6A1	ENSP00000503281.1
Q9Y6A1	ENSP00000503772.1
Q9Y6A1	ENSP00000503718.1
Q9Y6A1	ENSP00000503356.1
Q9UKY4	ENSP00000261534.4
Q9UKY4	ENSP00000450630.1
Q8WTX7	ENSP00000384183.4
A6NHX0	ENSP00000484732.1
Q01831	ENSP00000285021.8
Q01831	ENSP00000424548.1
P54727	ENSP00000350708.3
P54727	ENSP00000405623.2
P54725	ENSP00000321365.3
P54725	ENSP00000467024.1
P54725	ENSP00000468674.1
P17655	ENSP00000295006.5
P17655	ENSP00000413158.2
Q5H8A4	ENSP00000311750.5
Q5H8A4	ENSP00000372494.4
Q5H8A4	ENSP00000415203.2
Q5H8A4	ENSP00000426002.1
Q07326	ENSP00000281382.6
Q07326	ENSP00000302663.4
Q8TEQ8	ENSP00000298004.5
Q8TEQ8	ENSP00000354678.2
Q8TEQ8	ENSP00000367880.3
Q8TEQ8	ENSP00000514892.1
Q8TEQ8	ENSP00000514894.1
Q9UJT9	ENSP00000423630.1
Q9UJT9	ENSP00000425184.1
Q9Y5J1	ENSP00000225298.7
Q15269	ENSP00000291576.6
Q92989	ENSP00000304704.4
Q92989	ENSP00000436066.1
Q92989	ENSP00000434995.1
Q92989	ENSP00000506714.1
O94913	ENSP00000298281.4
Q9H3S5	ENSP00000357069.2
Q8TBF5	ENSP00000296333.6
Q8TBF5	ENSP00000376192.4
Q12996	ENSP00000315791.4
Q12996	ENSP00000393064.2
Q12996	ENSP00000388711.2
Q05048	ENSP00000217109.4
P33240	ENSP00000362063.2
Q9H0L4	ENSP00000332444.4
Q969L4	ENSP00000319341.2
P83369	ENSP00000286307.5
Q8NCE0	ENSP00000284995.6
Q8NCE0	ENSP00000385976.3
Q8NCE0	ENSP00000416510.1
Q8NCE0	ENSP00000392029.2
Q8NCE0	ENSP00000505890.1
Q8NCE0	ENSP00000506080.1
Q8NCE0	ENSP00000505274.1
Q8NCE0	ENSP00000506391.1
Q8NCE0	ENSP00000506297.1
Q8NCE0	ENSP00000505442.1
Q8NCE0	ENSP00000505799.1
Q8NCE0	ENSP00000505099.1
Q8NCE0	ENSP00000505105.1
Q8NCE0	ENSP00000505436.1
Q8NCE0	ENSP00000506163.1
Q7Z6J9	ENSP00000327487.6
Q7Z6J9	ENSP00000505403.1
Q9BSV6	ENSP00000305524.4
Q9BSV6	ENSP00000379667.1
Q9BSV6	ENSP00000379671.2
Q9BSV6	ENSP00000397402.4
Q9BSV6	ENSP00000400743.2
Q9BSV6	ENSP00000480422.1
Q9BSV6	ENSP00000480899.1
Q9BSV6	ENSP00000480503.1
Q9BSV6	ENSP00000478622.1
Q9BSV6	ENSP00000477766.1
Q9BSV6	ENSP00000484865.1
Q9BSV6	ENSP00000481068.1
Q9BSV6	ENSP00000478156.1
Q9BSV6	ENSP00000483266.1
Q9BSV6	ENSP00000479654.1
Q9BSV6	ENSP00000484694.1
Q9BSV6	ENSP00000484964.1
Q9BSV6	ENSP00000484225.1
Q9BSV6	ENSP00000480964.1
Q9BSV6	ENSP00000481374.1
Q9BSV6	ENSP00000481639.1
Q9BSV6	ENSP00000484465.1
Q9BSV6	ENSP00000479576.1
Q9BSV6	ENSP00000482084.1
Q9BSV6	ENSP00000483436.1
Q9BSV6	ENSP00000482527.1
Q8WW01	ENSP00000402002.2
Q8WW01	ENSP00000493902.2
P41091	ENSP00000253039.4
P20042	ENSP00000364119.2
P05198	ENSP00000256383.4
P05198	ENSP00000425299.1
Q6NZY4	ENSP00000441423.1
Q6NZY4	ENSP00000438993.1
Q6NZY4	ENSP00000488055.1
Q9Y580	ENSP00000439918.1
P42285	ENSP00000230640.5
Q13216	ENSP00000494466.2
Q13216	ENSP00000502154.1
Q13216	ENSP00000501614.1
Q96SW2	ENSP00000231948.4
Q96SW2	ENSP00000412499.2
Q66K64	ENSP00000254337.5
Q66K64	ENSP00000500158.1
Q9BW61	ENSP00000352928.3
Q9BW61	ENSP00000473086.1
Q9BW61	ENSP00000472171.1
Q9Y4B6	ENSP00000393183.2
Q9Y4B6	ENSP00000421724.2
Q9Y4B6	ENSP00000506880.1
Q9UF56	ENSP00000437464.2
Q9NZJ0	ENSP00000355958.4
Q9C0C7	ENSP00000318313.3
Q9C0C7	ENSP00000415327.2
Q9C0C7	ENSP00000433945.1
Q9C0C7	ENSP00000431926.1
Q9C0C7	ENSP00000508322.1
Q96JK2	ENSP00000341351.5
Q96JK2	ENSP00000451551.1
Q96JK2	ENSP00000452052.1
Q96JK2	ENSP00000451845.1
Q58WW2	ENSP00000311949.6
Q58WW2	ENSP00000356814.3
Q58WW2	ENSP00000356817.3
Q58WW2	ENSP00000396238.2
P61962	ENSP00000403920.2
P61962	ENSP00000402312.2
P61962	ENSP00000483236.1
P61962	ENSP00000508930.1
P61962	ENSP00000509006.1
Q8WV16	ENSP00000351147.2
Q8WV16	ENSP00000377781.2
Q8WV16	ENSP00000426178.1
Q8WV16	ENSP00000452131.1
O75161	ENSP00000367398.4
O75161	ENSP00000423747.1
O75161	ENSP00000481831.2
Q68CZ1	ENSP00000262135.4
Q68CZ1	ENSP00000493946.1
O15259	ENSP00000313169.4
O15259	ENSP00000347452.4
O15259	ENSP00000376953.3
O15259	ENSP00000389879.3
O15259	ENSP00000502475.1
Q8N5D0	ENSP00000317971.3
Q8N5D0	ENSP00000355317.3
Q8N5D0	ENSP00000434578.1
Q5TAQ9	ENSP00000318227.2
Q5TAQ9	ENSP00000357052.3
Q5TAQ9	ENSP00000357053.1
Q5TAQ9	ENSP00000476351.1
Q5TAQ9	ENSP00000477464.1
Q5QP82	ENSP00000366953.3
Q9H5P4	ENSP00000359234.3
Q9H5P4	ENSP00000480489.1
Q9P202	ENSP00000265134.6
Q9P202	ENSP00000354623.3
Q9P202	ENSP00000363170.3
Q8WXG9	ENSP00000384582.2
O75445	ENSP00000305941.3
O75445	ENSP00000355909.3
O75445	ENSP00000501296.1
Q92783	ENSP00000366746.3
Q9H0W8	ENSP00000270066.6
Q9H0W8	ENSP00000471398.1
Q96Q15	ENSP00000402515.3
Q8ND04	ENSP00000300917.4
Q8ND04	ENSP00000438748.2
Q8ND04	ENSP00000462119.1
Q9H0W5	ENSP00000303158.3
O75147	ENSP00000362980.4
O75147	ENSP00000385636.1
O75147	ENSP00000474519.1
Q8TCS8	ENSP00000393953.1
Q8TCS8	ENSP00000400646.2
Q8IYB8	ENSP00000352678.4
Q9Y376	ENSP00000258418.5
Q9Y376	ENSP00000386238.3
Q9Y376	ENSP00000386642.3
Q14137	ENSP00000455106.1
Q9GZL7	ENSP00000261015.4
Q9GZL7	ENSP00000509107.1
O00541	ENSP00000334612.6
O00541	ENSP00000346725.6
