GTRD_CELL_TYPE_ID	GTRD_CELL_TYPE_NAME	BAD_GROUP_NAME_agg	cellosaurus_id	species	cell_ontology_id	exp_factor_ontology_id	uberon_id	source	source_id	cell_type_id	brenda_id	other_id
2323	RT4 (Bladder carcinoma cells)	RT4__Bladder_carcinoma_cells_	CVCL_0036	Homo sapiens	CLO:0008892	EFO:0006480		cell line	CL:0000010	CVCL_0036		NULL
2324	TC32 (Ewing's sarcoma)	TC32__Ewing_s_sarcoma_	CVCL_7151	Homo sapiens				cell line	CL:0000010	CVCL_7151		NULL
2325	CS1AN CVCL_L471 + CSB	CS1AN_CVCL_L471_+_CSB		Homo sapiens				cell line	CL:0000010			NULL
2326	CS1AN (Cockayne syndrome)	CS1AN__Cockayne_syndrome_	CVCL_L471	Homo sapiens				cell line	CL:0000010	CVCL_L471		NULL
2327	MIA PaCa-2 (pancreatic ductal adenocarcinoma)	MIA_PaCa-2__pancreatic_ductal_adenocarcinoma_	CVCL_0428	Homo sapiens	CLO:0007726	EFO:0002236		cell line	CL:0000010	CVCL_0428		NULL
2332	BICR31 (Tongue squamous cell carcinoma cell)	BICR31__Tongue_squamous_cell_carcinoma_cell_	CVCL_2312	Homo sapiens				cell line	CL:0000010	CVCL_2312		NULL
2333	post-mitotic differentiated muscle cells (myotubes)	post-mitotic_differentiated_muscle_cells__myotubes_		Homo sapiens				muscular tissue	UBERON:0002385	CL:0002372	BTO:0001760	NULL
2336	hFOB 1.19 (fetal osteoblast)	hFOB_1_19__fetal_osteoblast_	CVCL_3708	Homo sapiens				cell line	CL:0000010	CVCL_3708	BTO:0005224	NULL
2337	MOLT-4 (Adult T acute lymphoblastic leukemia)	MOLT-4__Adult_T_acute_lymphoblastic_leukemia_	CVCL_0013	Homo sapiens		EFO:0001220		cell line	CL:0000010	CVCL_0013	BTO:0000873	NULL
2338	NCI-N87 (Gastric tubular adenocarcinoma )	NCI-N87__Gastric_tubular_adenocarcinoma__	CVCL_1603	Homo sapiens		EFO:0002841		cell line	CL:0000010	CVCL_1603	BTO:0003053	NULL
2339	RT-112 (Bladder carcinoma)	RT-112__Bladder_carcinoma_	CVCL_1670	Homo sapiens	CLO:0008890	EFO:0006479		cell line	CL:0000010	CVCL_1670	BTO:0003724	NULL
1490	NCI-H460 (Large cell lung carcinoma)	NCI-H460__Large_cell_lung_carcinoma_	CVCL_0459	Homo sapiens		EFO:0003044		cell line	CL:0000010	CVCL_0459	BTO:0002207	NULL
2343	KerCT (keratenocytes)	KerCT__keratenocytes_		Homo sapiens				cell line	CL:0000010			NULL
2344	definitive endoderm(dEN, ES derived)	definitive_endoderm_dEN__ES_derived_		Homo sapiens			UBERON:0005439	stem cell	CL:0000034	UBERON:0005439		NULL
937	G401 (rhabdoid tumor of the kidney)	G401__rhabdoid_tumor_of_the_kidney_	CVCL_0270	Homo sapiens		EFO:0002179		cell line	CL:0000010	CVCL_0270	BTO:0002586	NULL
2345	TTC-1240 (Rhabdoid tumor of the kidney)	TTC-1240__Rhabdoid_tumor_of_the_kidney_	CVCL_8002	Homo sapiens				cell line	CL:0000010	CVCL_8002		NULL
2346	HS-ES-2M (Epithelioid sarcoma)	HS-ES-2M__Epithelioid_sarcoma_	CVCL_8714	Homo sapiens				cell line	CL:0000010	CVCL_8714		NULL
2347	VA-ES-BJ (Epithelioid sarcoma)	VA-ES-BJ__Epithelioid_sarcoma_	CVCL_1785	Homo sapiens	CLO:0009509			cell line	CL:0000010	CVCL_1785		NULL
2348	P12 (P12-Ichikawa, Childhood T acute lymphoblastic leukemia)	P12__P12-Ichikawa__Childhood_T_acute_lymphoblastic_leukemia_	CVCL_1630	Homo sapiens				cell line	CL:0000010	CVCL_1630		NULL
2349	Detroit 562 (Pharyngeal squamous cell carcinoma)	Detroit_562__Pharyngeal_squamous_cell_carcinoma_	CVCL_1171	Homo sapiens	CLO:0002752	EFO:0002170		cell line	CL:0000010	CVCL_1171	BTO:0000834	NULL
2350	LAL-B (All-B patient-derived cell line)	LAL-B__All-B_patient-derived_cell_line_		Homo sapiens				cell line	CL:0000010			NULL
2351	LTAD (long term androgen deprivation)	LTAD__long_term_androgen_deprivation_		Homo sapiens				cell line	CL:0000010			NULL
2352	VCaP and LTAD cells	VCaP_and_LTAD_cells		Homo sapiens				cell line	CL:0000010			NULL
2353	KK1 (Adult T acute lymphoblastic leukemia)	KK1__Adult_T_acute_lymphoblastic_leukemia_	CVCL_X908	Homo sapiens				cell line	CL:0000010	CVCL_X908		NULL
2354	ST-1 (Adult T acute lymphoblastic leukemia)	ST-1__Adult_T_acute_lymphoblastic_leukemia_	CVCL_0G05	Homo sapiens				cell line	CL:0000010	CVCL_0G05		NULL
2355	CHL-1 (Melanoma)	CHL-1__Melanoma_	CVCL_1122	Homo sapiens	CLO:0002420			cell line	CL:0000010	CVCL_1122	BTO:0004061	NULL
2356	HASM2 (Human airway smooth muscle 2)	HASM2__Human_airway_smooth_muscle_2_		Homo sapiens				cell line	CL:0000010			NULL
2357	BA10 (brodmann area 10)	BA10__brodmann_area_10_		Homo sapiens				cell line	CL:0000010			NULL
2358	BA40 (brodmann area 40)	BA40__brodmann_area_40_		Homo sapiens				cell line	CL:0000010			NULL
2359	CPCs (cardiac progenitor cancer cells)	CPCs__cardiac_progenitor_cancer_cells_		Homo sapiens				cancer	EFO:0000311			NULL
2361	CAL51(Breast carcinoma)	CAL51_Breast_carcinoma_	CVCL_1110	Homo sapiens		EFO:0005358		cell line	CL:0000010	CVCL_1110		NULL
2363	REC-1 (Mantle cell lymphoma)	REC-1__Mantle_cell_lymphoma_	CVCL_1884	Homo sapiens	CLO:0037056			cell line	CL:0000010	CVCL_1884	BTO:0003558	NULL
2364	SP-49 (Mantle cell lymphoma)	SP-49__Mantle_cell_lymphoma_	CVCL_D022	Homo sapiens				cell line	CL:0000010	CVCL_D022		NULL
1572	skin fibroblast	skin_fibroblast		Homo sapiens	CL:0002620			skin	UBERON:0002199	CL:0002620	BTO:0001255	NULL
2368	BEL-7402 (Human papillomavirus-related endocervical adenocarcinoma)	BEL-7402__Human_papillomavirus-related_endocervical_adenocarcinoma_	CVCL_5492	Homo sapiens				cell line	CL:0000010	CVCL_5492	BTO:0004050	NULL
2369	HUES8 (Embryonic stem cell, blastocyst stage)	HUES8__Embryonic_stem_cell__blastocyst_stage_	CVCL_B207	Homo sapiens		EFO:0007093		cell line	CL:0000010	CVCL_B207		NULL
2371	iTreg cells (human induced regulatory T cells )	iTreg_cells__human_induced_regulatory_T_cells__		Homo sapiens	CL:0000902			immune system	UBERON:0002405	CL:0000902		NULL
773	rhabdomyosarcoma	rhabdomyosarcoma		Homo sapiens		EFO:0002918		cancer	EFO:0000311	BTO:0001802		NULL
2207	LOXIMVI	LOXIMVI	CVCL_1381	Homo sapiens	CLO:0037130	EFO:0006284		cell line	CL:0000010	CVCL_1381		NULL
2208	UO31	UO31	CVCL_1777	Homo sapiens				cell line	CL:0000010	CVCL_1777	BTO:0004234	NULL
2209	A498	A498	CVCL_1056	Homo sapiens	CLO:0009974	EFO:0002105		cell line	CL:0000010	CVCL_1056	BTO:0003769	NULL
2210	MALME3	MALME3		Homo sapiens				cell line	CL:0000010			NULL
2211	UACC62	UACC62	CVCL_1780	Homo sapiens				cell line	CL:0000010	CVCL_1780	BTO:0004152	NULL
2212	UACC257	UACC257	CVCL_1779	Homo sapiens				cell line	CL:0000010	CVCL_1779	BTO:0004233	NULL
2213	RPE	RPE		Homo sapiens				cell line	CL:0000010			NULL
2303	GM17942 (lymphoblastoid cell)	GM17942__lymphoblastoid_cell_	CVCL_2Z00	Homo sapiens	CLO:0016285			cell line	CL:0000010	CVCL_2Z00		NULL
2524	LNCaP95	LNCaP95		Homo sapiens				cell line	CL:0000010			NULL
2525	SUP-B15 (Childhood B acute lymphoblastic leukemia)	SUP-B15__Childhood_B_acute_lymphoblastic_leukemia_	CVCL_0103	Homo sapiens	CLO:0009161	EFO:0006763		cell line	CL:0000010	CVCL_0103		NULL
2526	H9	H9	CVCL_1240	Homo sapiens		EFO:0003045		cell line	CL:0000010	CVCL_1240		NULL
2528	HEL (Erythro Leukemia)	HEL__Erythro_Leukemia_	CVCL_0001	Homo sapiens	CLO:0003679	EFO:0006579		cell line	CL:0000010	CVCL_0001		NULL
2529	EOL-1 (Acute myeloid leukemia)	EOL-1__Acute_myeloid_leukemia_	CVCL_0258	Homo sapiens	CLO:0002932			cell line	CL:0000010	CVCL_0258	BTO:0002405	NULL
2539	primary breast cancer	primary_breast_cancer		Homo sapiens				cancer	EFO:0000311	BTO:0000150	BTO:0000150	NULL
2540	primary endometrium cancer	primary_endometrium_cancer		Homo sapiens				cancer	EFO:0000311			NULL
2532	bone marrow-derived mesenchymal stromal cells	bone_marrow-derived_mesenchymal_stromal_cells		Homo sapiens				bone marrow	UBERON:0002371	CL:0010001		NULL
2534	bone-marrow-derived mesenchymal stromal cells, osteoblast differentiation day 7	bone-marrow-derived_mesenchymal_stromal_cells__osteoblast_differentiation_day_7		Homo sapiens				bone marrow	UBERON:0002371	CL:0000062		NULL
2535	bone-marrow-derived mesenchymal stromal cells, osteoblast differentiation day 3	bone-marrow-derived_mesenchymal_stromal_cells__osteoblast_differentiation_day_3		Homo sapiens				bone marrow	UBERON:0002371	CL:0000062		NULL
2536	bone-marrow-derived mesenchymal stromal cells, osteoblast differentiation day 1	bone-marrow-derived_mesenchymal_stromal_cells__osteoblast_differentiation_day_1		Homo sapiens				bone marrow	UBERON:0002371	CL:0000062		NULL
2537	bone-marrow-derived mesenchymal stromal cells, osteoblast differentiation 4 hrs	bone-marrow-derived_mesenchymal_stromal_cells__osteoblast_differentiation_4_hrs		Homo sapiens				bone marrow	UBERON:0002371	CL:0000062		NULL
2541	bone-marrow-derived mesenchymal stromal cells, adipocyte differentiation 4 hrs	bone-marrow-derived_mesenchymal_stromal_cells__adipocyte_differentiation_4_hrs		Homo sapiens				bone marrow	UBERON:0002371	BTO:0000443		NULL
2542	bone-marrow-derived mesenchymal stromal cells, adipocyte differentiation day 1	bone-marrow-derived_mesenchymal_stromal_cells__adipocyte_differentiation_day_1		Homo sapiens				bone marrow	UBERON:0002371	BTO:0000443		NULL
2543	bone-marrow-derived mesenchymal stromal cells, adipocyte differentiation day 3	bone-marrow-derived_mesenchymal_stromal_cells__adipocyte_differentiation_day_3		Homo sapiens				bone marrow	UBERON:0002371	BTO:0000443		NULL
2544	bone-marrow-derived mesenchymal stromal cells, adipocyte differentiation day 7	bone-marrow-derived_mesenchymal_stromal_cells__adipocyte_differentiation_day_7		Homo sapiens				bone marrow	UBERON:0002371	BTO:0000443		NULL
2545	bone-marrow-derived mesenchymal stromal cells, adipocyte differentiation day 14	bone-marrow-derived_mesenchymal_stromal_cells__adipocyte_differentiation_day_14		Homo sapiens				bone marrow	UBERON:0002371	BTO:0000443		NULL
2547	hASC (derived adipocytes)	hASC__derived_adipocytes_		Homo sapiens				stem cell	CL:0000034	BTO:0000443		NULL
2546	adipose	adipose		Homo sapiens			UBERON:0001013	adipose tissue	UBERON:0001013	BTO:0000443	BTO:0001487	NULL
2548	JB6 (Human anaplastic large cell lymphoma)	JB6__Human_anaplastic_large_cell_lymphoma_	CVCL_H633	Homo sapiens				cell line	CL:0000010	CVCL_H633	BTO:0004831	NULL
2549	SU-DHL-1 (Anaplastic large cell lymphoma)	SU-DHL-1__Anaplastic_large_cell_lymphoma_	CVCL_0538	Homo sapiens	CLO:0009160	EFO:0005461		cell line	CL:0000010	CVCL_0538	BTO:0005058	NULL
2550	angelman Syndrome iPSC	angelman_Syndrome_iPSC		Homo sapiens		EFO:0004905		stem cell	CL:0000034	CL:0002248		NULL
2551	Prader-Willi Syndrome iPSC	Prader-Willi_Syndrome_iPSC		Homo sapiens		EFO:0004905		stem cell	CL:0000034	CL:0002248		NULL
2552	EndoC-BH1 (human pancreatic beta cell line)	EndoC-BH1__human_pancreatic_beta_cell_line_	CVCL_L909	Homo sapiens				cell line	CL:0000010	CVCL_L909		NULL
2554	MEL1 (Mucosal melanoma)	MEL1__Mucosal_melanoma_	CVCL_DG36	Homo sapiens				cell line	CL:0000010	CVCL_DG36		NULL
2555	surface ectoderm cells	surface_ectoderm_cells		Homo sapiens				skin	UBERON:0002199	CL:0000221		NULL
2556	human keratinocytes	human_keratinocytes		Homo sapiens				skin	UBERON:0002199	CL:0000312		NULL
2557	recombinant KSHV+ PEL cell line	recombinant_KSHV+_PEL_cell_line		Homo sapiens				cell line	CL:0000010			NULL
2558	cytotrophoblast	cytotrophoblast		Homo sapiens			UBERON:0000319	embryonic cell	CL:0002321	UBERON:0000319	BTO:0000322	NULL
2559	UACC-812 (Invasive ductal carcinoma)	UACC-812__Invasive_ductal_carcinoma_	CVCL_1781	Homo sapiens	CLO:0009467			cell line	CL:0000010	CVCL_1781		NULL
2560	U20S AsiSI	U20S_AsiSI		Homo sapiens				cell line	CL:0000010			NULL
2562	Dombi23 (primary keratinocytes)	Dombi23__primary_keratinocytes_		Homo sapiens				cell line	CL:0000010			NULL
2563	HEK293T-C49	HEK293T-C49		Homo sapiens				cell line	CL:0000010			NULL
2564	HEK293T-C104	HEK293T-C104		Homo sapiens				cell line	CL:0000010			NULL
2593	J-Lat A72	J-Lat_A72		Homo sapiens				cell line	CL:0000010			NULL
2595	chondrocytes	chondrocytes		Homo sapiens				bone	UBERON:0002481	CL:0000138		NULL
2596	IMR90hTert	IMR90hTert		Homo sapiens				cell line	CL:0000010			NULL
2598	RD (Embryonal rhabdomyosarcoma)	RD__Embryonal_rhabdomyosarcoma_	CVCL_1649	Homo sapiens		EFO:0002315		cell line	CL:0000010	CVCL_1649		NULL
2599	Hs68 (Canavan disease)	Hs68__Canavan_disease_	CVCL_0839	Homo sapiens	CLO:0004255			cell line	CL:0000010	CVCL_0839	BTO:0002260	NULL
2600	T98G (Glioblastoma)	T98G__Glioblastoma_	CVCL_0556	Homo sapiens	CLO:0009258	EFO:0002085		cell line	CL:0000010	CVCL_0556	BTO:0001583	NULL
2601	DFB (malignant melanoma cell line)	DFB__malignant_melanoma_cell_line_	CVCL_9V17	Homo sapiens				cell line	CL:0000010	CVCL_9V17		NULL
2602	H9-derived NEC (neuroectodermal sphere cells)	H9-derived_NEC__neuroectodermal_sphere_cells_		Homo sapiens				cell line	CL:0000010			NULL
2603	WM262 (Melanoma)	WM262__Melanoma_	CVCL_AP85	Homo sapiens				cell line	CL:0000010	CVCL_AP85		NULL
2605	HNEK (epidermal keratinocytes)	HNEK__epidermal_keratinocytes_		Homo sapiens				cell line	CL:0000010			NULL
2606	NHLF (lung fibroblasts)	NHLF__lung_fibroblasts_		Homo sapiens				cell line	CL:0000010			NULL
2607	NHDF-Ad (adult dermal fibroblasts)	NHDF-Ad__adult_dermal_fibroblasts_		Homo sapiens				cell line	CL:0000010			NULL
2608	HSMM (skeletal muscle myoblasts)	HSMM__skeletal_muscle_myoblasts_		Homo sapiens				cell line	CL:0000010			NULL
2609	NA-A (astrocytes)	NA-A__astrocytes_		Homo sapiens				cell line	CL:0000010			NULL
2610	HSMM dirived skeletal muscle myotubes	HSMM_dirived_skeletal_muscle_myotubes		Homo sapiens				cell line	CL:0000010			NULL
149	osteoblasts	osteoblasts		Homo sapiens	CL:0000062			bone	UBERON:0002481	CL:0000062		NULL
2611	CD20+	CD20+		Homo sapiens				immune system	UBERON:0002405			NULL
164	CD20+ B-cells	CD20+_B-cells		Homo sapiens				immune system	UBERON:0002405	CL:0000236		NULL
2612	RO01746 (CD14+ monocytes)	RO01746__CD14+_monocytes_		Homo sapiens				cell line	CL:0000010			NULL
521	KH2 (embryonic stem cells)	KH2__embryonic_stem_cells_	CVCL_C317	Mus musculus				cell line	CL:0000010	CVCL_C317	BTO:0004414	NULL
2615	293T-Rex	293T-Rex		Homo sapiens				cell line	CL:0000010			NULL
2617	WM853.2 (Melanoma)	WM853_2__Melanoma_	CVCL_C282	Homo sapiens				cell line	CL:0000010	CVCL_C282		NULL
2618	H293T	H293T		Homo sapiens				cell line	CL:0000010			NULL
2619	SV40 (Immortalized Fibroblast)	SV40__Immortalized_Fibroblast_		Homo sapiens				cell line	CL:0000010			NULL
2620	HLS554P	HLS554P		Homo sapiens				cell line	CL:0000010			NULL
2622	HSC (hematopoietic stem cells )	HSC__hematopoietic_stem_cells__		Homo sapiens	CL:0000037			stem cell	CL:0000034	CL:0000037		NULL
2623	CD36	CD36		Homo sapiens				immune system	UBERON:0002405			NULL
2624	BF (human fibroblasts)	BF__human_fibroblasts_		Homo sapiens				cell line	CL:0000010			NULL
2625	HGFDFN168 (forearm skin biopsy, fibroblasts)	HGFDFN168__forearm_skin_biopsy__fibroblasts_	CVCL_1Y93	Homo sapiens				cell line	CL:0000010	CVCL_1Y93		NULL
2626	HGADFN167 (primary fibroblasts with Hutchinson-Gilford progeria syndrome)	HGADFN167__primary_fibroblasts_with_Hutchinson-Gilford_progeria_syndrome_		Homo sapiens		EFO:0005909		cell line	CL:0000010			NULL
2627	fetal cortex	fetal_cortex		Homo sapiens			UBERON:0001851	embryonic cell	CL:0002321	UBERON:0001851		NULL
2629	PDNC4 (fibroblast)	PDNC4__fibroblast_		Homo sapiens				cell line	CL:0000010			NULL
2630	IMS13q (lymphoblast)	IMS13q__lymphoblast_		Homo sapiens				cell line	CL:0000010			NULL
2631	MS4221 (lymphoblast)	MS4221__lymphoblast_		Homo sapiens				cell line	CL:0000010			NULL
2634	HuRef (Lymphoblast)	HuRef__Lymphoblast_		Homo sapiens				cell line	CL:0000010			NULL
2635	primary aortic valve endothelial cells	primary_aortic_valve_endothelial_cells		Homo sapiens			UBERON:0004851	vascular system	UBERON:0007798	UBERON:0004851		NULL
2636	HUES6-derived neural progenitor cells	HUES6-derived_neural_progenitor_cells		Homo sapiens				cell line	CL:0000010			NULL
2637	HUES6-derived neurons	HUES6-derived_neurons		Homo sapiens				cell line	CL:0000010			NULL
1531	regulatory T cell	regulatory_T_cell		Homo sapiens	CL:0000815			immune system	UBERON:0002405	CL:0000815		NULL
2640	GM12890 (Lymphoblastoid Cell Lines)	GM12890__Lymphoblastoid_Cell_Lines_	CVCL_R686	Homo sapiens				cell line	CL:0000010	CVCL_R686		NULL
2643	GM18486 (Lymphoblastoid Cell Lines)	GM18486__Lymphoblastoid_Cell_Lines_	CVCL_P452	Homo sapiens				cell line	CL:0000010	CVCL_P452		NULL
2652	GM02255 (Lymphoblastoid Cell Lines)	GM02255__Lymphoblastoid_Cell_Lines_	CVCL_4N21	Homo sapiens				cell line	CL:0000010	CVCL_4N21		NULL
2653	2588 (Lymphoblastoid Cell Lines)	2588__Lymphoblastoid_Cell_Lines_		Homo sapiens				cell line	CL:0000010			NULL
2654	GM02610 (Lymphoblastoid Cell Lines)	GM02610__Lymphoblastoid_Cell_Lines_	CVCL_DB59	Homo sapiens				cell line	CL:0000010	CVCL_DB59		NULL
2655	GM02630 (Fanconi anemi)	GM02630__Fanconi_anemi_	CVCL_1M69	Homo sapiens				cell line	CL:0000010	CVCL_1M69		NULL
2656	MS-1 (Small cell lung carcinoma)	MS-1__Small_cell_lung_carcinoma_	CVCL_1429	Homo sapiens		EFO:0002836		cell line	CL:0000010	CVCL_1429		NULL
2657	HMEL-BRAFV600E (human immortalized melanocytes)	HMEL-BRAFV600E__human_immortalized_melanocytes_		Homo sapiens				cell line	CL:0000010			NULL
2660	LY-1 (Diffuse Large B-Cell Lymphoma)	LY-1__Diffuse_Large_B-Cell_Lymphoma_		Homo sapiens				cell line	CL:0000010			NULL
2661	KYSE-150 (Esophageal squamous cell carcinoma)	KYSE-150__Esophageal_squamous_cell_carcinoma_	CVCL_1348	Homo sapiens	CLO:0007129	EFO:0006627		cell line	CL:0000010	CVCL_1348	BTO:0002427	NULL
2662	Lonza CC-2511 (normal dermal fibroblasts)	Lonza_CC-2511__normal_dermal_fibroblasts_		Homo sapiens				cell line	CL:0000010			NULL
2663	normal primary dermal fibroblasts	normal_primary_dermal_fibroblasts		Homo sapiens				skin	UBERON:0002199	BTO:0000452	BTO:0004419	NULL
2664	CD34+ cells	CD34+_cells		Homo sapiens				immune system	UBERON:0002405			NULL
2665	KOPT-K1 (Childhood T acute lymphoblastic leukemia)	KOPT-K1__Childhood_T_acute_lymphoblastic_leukemia_	CVCL_4965	Homo sapiens		EFO:0006283		cell line	CL:0000010	CVCL_4965	BTO:0004964	NULL
2667	PC-3M-luc (human prostate carcinoma)	PC-3M-luc__human_prostate_carcinoma_		Homo sapiens				cell line	CL:0000010			NULL
2668	HES-3 (embryonic stem cell)	HES-3__embryonic_stem_cell_	CVCL_7158	Homo sapiens				cell line	CL:0000010	CVCL_7158		NULL
2670	SA121 (embryonic stem cell)	SA121__embryonic_stem_cell_	CVCL_B296	Homo sapiens				cell line	CL:0000010	CVCL_B296		NULL
2671	NTERA-2 (embryonal carcinoma)	NTERA-2__embryonal_carcinoma_	CVCL_0034	Homo sapiens				cell line	CL:0000010	CVCL_0034	BTO:0000891	NULL
2672	HeLa-LTR-Luciferase cells	HeLa-LTR-Luciferase_cells		Homo sapiens				cell line	CL:0000010			NULL
2614	primary CD4+ T-cells	primary_CD4+_T-cells		Homo sapiens				immune system	UBERON:0002405	CL:0000084		NULL
2674	dermal transformed fibroblasts	dermal_transformed_fibroblasts		Homo sapiens	CL:0002551			skin	UBERON:0002199	CL:0002551	BTO:0004419	NULL
2675	GM8330-8-derived NPC	GM8330-8-derived_NPC		Homo sapiens				cell line	CL:0000010			NULL
2678	HMEC-hTERT	HMEC-hTERT		Homo sapiens				stem cell	CL:0000034			NULL
2679	pre-adipocytes	pre-adipocytes		Homo sapiens				adipose tissue	UBERON:0001013	CL:0002334		NULL
2680	SUM159R	SUM159R		Homo sapiens				cell line	CL:0000010			NULL
2681	HCC1395 (Ductal breast carcinoma)	HCC1395__Ductal_breast_carcinoma_	CVCL_1249	Homo sapiens	CLO:0003634	EFO:0002185		cell line	CL:0000010	CVCL_1249		NULL
2682	MDA-MB-436 (Invasive ductal carcinoma)	MDA-MB-436__Invasive_ductal_carcinoma_	CVCL_0623	Homo sapiens		EFO:0001214		cell line	CL:0000010	CVCL_0623	BTO:0001568	NULL
2683	SUM 1315 (Invasive ductal carcinoma)	SUM_1315__Invasive_ductal_carcinoma_	CVCL_5589	Homo sapiens				cell line	CL:0000010	CVCL_5589		NULL
2684	SUM149R	SUM149R		Homo sapiens				cell line	CL:0000010			NULL
2685	SUM149	SUM149		Homo sapiens				cell line	CL:0000010		BTO:0005388	NULL
2686	BGC-823 (Gastric adenocarcinoma)	BGC-823__Gastric_adenocarcinoma_	CVCL_3360	Homo sapiens	CLO:0001952			cell line	CL:0000010	CVCL_3360	BTO:0003878	NULL
2687	MOLM14 (Adult acute myeloid leukemia)	MOLM14__Adult_acute_myeloid_leukemia_	CVCL_7916	Homo sapiens				cell line	CL:0000010	CVCL_7916	BTO:0005720	NULL
2688	HcoEpiC (Human normal colon cell line)	HcoEpiC__Human_normal_colon_cell_line_		Homo sapiens				cell line	CL:0000010			NULL
2689	primary colorectal carcinoma	primary_colorectal_carcinoma		Homo sapiens		EFO:1001951		cancer	EFO:0000311	BTO:0001615	BTO:0001615	NULL
2690	NCI-H526 (Small cell lung carcinoma)	NCI-H526__Small_cell_lung_carcinoma_	CVCL_1569	Homo sapiens	CLO:0008096			cell line	CL:0000010	CVCL_1569	BTO:0005366	NULL
2691	HEK293-A	HEK293-A	CVCL_6910	Homo sapiens				cell line	CL:0000010	CVCL_6910		NULL
2692	differentiated NPC cells	differentiated_NPC_cells		Homo sapiens				stem cell	CL:0000034			NULL
2693	hTERT-RPE1	hTERT-RPE1	CVCL_4388	Homo sapiens	CLO:0004290			cell line	CL:0000010	CVCL_4388	BTO:0004790	NULL
2696	TC-797	TC-797		Homo sapiens				cell line	CL:0000010			NULL
2697	1015 (MNC, Grayson et al. 2014)	1015__MNC__Grayson_et_al__2014_		Homo sapiens				cell line	CL:0000010			NULL
2698	PER-403 (Kees et al. 1991)	PER-403__Kees_et_al__1991_		Homo sapiens				cell line	CL:0000010			NULL
2699	10326 (NMC, French et al. 2008)	10326__NMC__French_et_al__2008_		Homo sapiens				cell line	CL:0000010			NULL
2700	BT-16 (atypical teratoid/rhabdoid tumor)	BT-16__atypical_teratoid_rhabdoid_tumor_	CVCL_M156	Homo sapiens				cell line	CL:0000010	CVCL_M156		NULL
2701	TTC-549 (extrarenal rhabdoid tumor)	TTC-549__extrarenal_rhabdoid_tumor_	CVCL_8005	Homo sapiens				cell line	CL:0000010	CVCL_8005		NULL
2702	LP-1 (plasma cell myeloma)	LP-1__plasma_cell_myeloma_	CVCL_0012	Homo sapiens	CLO:0007379	EFO:0003055		cell line	CL:0000010	CVCL_0012		NULL
2703	TF-1 (erythroleukemia)	TF-1__erythroleukemia_	CVCL_0559	Homo sapiens				cell line	CL:0000010	CVCL_0559	BTO:0004760	NULL
2704	COLO 205 (colon adenocarcinoma)	COLO_205__colon_adenocarcinoma_	CVCL_0218	Homo sapiens	CLO:0002544			cell line	CL:0000010	CVCL_0218	BTO:0000179	NULL
2705	COLO 741 (melanoma)	COLO_741__melanoma_	CVCL_1133	Homo sapiens	CLO:0002558	EFO:0006375		cell line	CL:0000010	CVCL_1133		NULL
2706	C666-1 (nasopharyngeal carcinoma)	C666-1__nasopharyngeal_carcinoma_	CVCL_7949	Homo sapiens				cell line	CL:0000010	CVCL_7949	BTO:0004805	NULL
2707	IN528 (Primary Patient Derived Tumor Model)	IN528__Primary_Patient_Derived_Tumor_Model_		Homo sapiens				cell line	CL:0000010			NULL
2708	3565 (Primary Patient Derived Tumor Model)	3565__Primary_Patient_Derived_Tumor_Model_		Homo sapiens				cell line	CL:0000010			NULL
2709	NAMEC8 (spontaneously immortalized)	NAMEC8__spontaneously_immortalized_	CVCL_IZ69	Homo sapiens				cell line	CL:0000010	CVCL_IZ69		NULL
2710	N8-CTx cells derived from NAMEC8	N8-CTx_cells_derived_from_NAMEC8		Homo sapiens				cell line	CL:0000010			NULL
2711	P493 (Lymphoma derived)	P493__Lymphoma_derived_		Homo sapiens				cell line	CL:0000010			NULL
2712	hESC-1 (Embryonic stem cells)	hESC-1__Embryonic_stem_cells_		Homo sapiens				cell line	CL:0000010			NULL
2713	hESC-3 (Embryonic stem cells)	hESC-3__Embryonic_stem_cells_		Homo sapiens				cell line	CL:0000010			NULL
2714	BLM (Amelanotic melanoma)	BLM__Amelanotic_melanoma_	CVCL_7035	Homo sapiens				cell line	CL:0000010	CVCL_7035	BTO:0002803	NULL
2715	SF8628 (Diffuse intrinsic pontine glioma)	SF8628__Diffuse_intrinsic_pontine_glioma_	CVCL_IT46	Homo sapiens				cell line	CL:0000010	CVCL_IT46		NULL
2716	SU-DIPG-IV (diffuse intrinsic pontine glioma)	SU-DIPG-IV__diffuse_intrinsic_pontine_glioma_	CVCL_IT39	Homo sapiens				cell line	CL:0000010	CVCL_IT39		NULL
2718	HBEC (Human bronchial epithelial cells)	HBEC__Human_bronchial_epithelial_cells_		Homo sapiens				lung	UBERON:0002048	CL:0002328		NULL
2719	RPE (retina epithelial cells immortalized with hTERT)	RPE__retina_epithelial_cells_immortalized_with_hTERT_		Homo sapiens	CLO:0004290			eye	UBERON:0000970	BTO:0004910	BTO:0004910	NULL
2720	VA13 (transformed lung fibroblasts)	VA13__transformed_lung_fibroblasts_	CVCL_2759	Homo sapiens				cell line	CL:0000010	CVCL_2759		NULL
2721	HSF (primary dermal fibroblasts)	HSF__primary_dermal_fibroblasts_		Homo sapiens	CLO:0004261			cell line	CL:0000010			NULL
2722	T5088 (colon cancer stem cells)	T5088__colon_cancer_stem_cells_		Homo sapiens				cell line	CL:0000010			NULL
